studentID,CourseID,Month,Attendance_Percentage
E0005,CSET243,November,84
E0005,CSET243,December,80
E0005,CSET240,July,93
E0005,CSET240,August,86
E0005,CSET240,September,88
E0005,CSET240,October,82
E0005,CSET240,November,87
E0005,CSET240,December,84
E0005,CSET211,July,96
E0005,CSET211,August,84
E0005,CSET211,September,90
E0005,CSET211,October,85
E0005,CSET211,November,81
E0005,CSET211,December,87
E0005,CSET201,July,84
E0005,CSET201,August,91
E0005,CSET201,September,92
E0005,CSET201,October,92
E0005,CSET201,November,87
E0005,CSET201,December,90
E0006,CSET243,July,60
E0006,CSET243,August,51
E0006,CSET243,September,50
E0006,CSET243,October,43
E0006,CSET243,November,36
E0006,CSET243,December,40
E0006,CSET240,July,60
E0006,CSET240,August,60
E0006,CSET240,September,49
E0006,CSET240,October,47
E0006,CSET240,November,43
E0006,CSET240,December,34
E0006,CSET211,July,63
E0006,CSET211,August,50
E0006,CSET211,September,51
E0006,CSET211,October,46
E0006,CSET211,November,36
E0006,CSET211,December,32
E0006,CSET201,July,64
E0006,CSET201,August,54
E0006,CSET201,September,46
E0006,CSET201,October,45
E0006,CSET201,November,39
E0006,CSET201,December,33
E0007,CSET243,July,76
E0007,CSET243,August,70
E0007,CSET243,September,66
E0007,CSET243,October,61
E0007,CSET243,November,64
E0007,CSET243,December,61
E0007,CSET240,July,75
E0007,CSET240,August,74
E0007,CSET240,September,66
E0007,CSET240,October,64
E0007,CSET240,November,62
E0007,CSET240,December,56
E0007,CSET211,July,76
E0007,CSET211,August,74
E0007,CSET211,September,68
E0007,CSET211,October,64
E0007,CSET211,November,63
E0007,CSET211,December,62
E0007,CSET201,July,74
E0007,CSET201,August,73
E0007,CSET201,September,64
E0007,CSET201,October,64
E0007,CSET201,November,58
E0007,CSET201,December,58
E0008,CSET243,July,94
E0008,CSET243,August,85
E0008,CSET243,September,91
E0008,CSET243,October,88
E0008,CSET243,November,82
E0008,CSET243,December,78
E0008,CSET240,July,86
E0008,CSET240,August,88
E0008,CSET240,September,87
E0008,CSET240,October,89
E0008,CSET240,November,82
E0008,CSET240,December,86
E0008,CSET211,July,91
E0008,CSET211,August,89
E0008,CSET211,September,91
E0008,CSET211,October,87
E0008,CSET211,November,81
E0008,CSET211,December,90
E0008,CSET201,July,90
E0008,CSET201,August,88
E0008,CSET201,September,91
E0008,CSET201,October,85
E0008,CSET201,November,90
E0008,CSET201,December,80
E0009,CSET243,July,92
E0009,CSET243,August,91
E0009,CSET243,September,91
E0009,CSET243,October,91
E0009,CSET243,November,82
E0009,CSET243,December,79
E0009,CSET240,July,93
E0009,CSET240,August,89
E0009,CSET240,September,93
E0009,CSET240,October,87
E0009,CSET240,November,86
E0009,CSET240,December,81
E0009,CSET211,July,91
E0009,CSET211,August,87
E0009,CSET211,September,85
E0009,CSET211,October,86
E0009,CSET211,November,85
E0009,CSET211,December,78
E0009,CSET201,July,84
E0009,CSET201,August,88
E0009,CSET201,September,91
E0009,CSET201,October,90
E0009,CSET201,November,83
E0009,CSET201,December,83
E0010,CSET243,July,98
E0010,CSET243,August,99
E0010,CSET243,September,97
E0010,CSET243,October,98
E0010,CSET243,November,100
E0010,CSET243,December,94
E0010,CSET240,July,100
E0010,CSET240,August,98
E0010,CSET240,September,96
E0010,CSET240,October,96
E0010,CSET240,November,96
E0010,CSET240,December,97
E0010,CSET211,July,94
E0010,CSET211,August,99
E0010,CSET211,September,93
E0010,CSET211,October,100
E0010,CSET211,November,100
E0010,CSET211,December,99
E0010,CSET201,July,94
E0010,CSET201,August,99
E0010,CSET201,September,95
E0010,CSET201,October,100
E0010,CSET201,November,98
E0010,CSET201,December,93
E0011,CSET243,July,89
E0011,CSET243,August,91
E0011,CSET243,September,81
E0011,CSET243,October,87
E0011,CSET243,November,78
E0011,CSET243,December,85
E0011,CSET240,July,90
E0011,CSET240,August,90
E0011,CSET240,September,92
E0011,CSET240,October,92
E0011,CSET240,November,84
E0011,CSET240,December,85
E0011,CSET211,July,96
E0011,CSET211,August,90
E0011,CSET211,September,87
E0011,CSET211,October,87
E0011,CSET211,November,90
E0011,CSET211,December,83
E0011,CSET201,July,85
E0011,CSET201,August,85
E0011,CSET201,September,87
E0011,CSET201,October,94
E0011,CSET201,November,90
E0011,CSET201,December,88
E0012,CSET243,July,59
E0012,CSET243,August,59
E0012,CSET243,September,47
E0012,CSET243,October,47
E0012,CSET243,November,39
E0012,CSET243,December,36
E0012,CSET240,July,62
E0012,CSET240,August,59
E0012,CSET240,September,50
E0012,CSET240,October,49
E0012,CSET240,November,36
E0012,CSET240,December,35
E0012,CSET211,July,58
E0012,CSET211,August,58
E0012,CSET211,September,53
E0012,CSET211,October,43
E0012,CSET211,November,37
E0012,CSET211,December,32
E0012,CSET201,July,58
E0012,CSET201,August,58
E0012,CSET201,September,50
E0012,CSET201,October,47
E0012,CSET201,November,38
E0012,CSET201,December,39
E0013,CSET243,July,100
E0013,CSET243,August,96
E0013,CSET243,September,100
E0013,CSET243,October,100
E0013,CSET243,November,96
E0013,CSET243,December,93
E0013,CSET240,July,95
E0013,CSET240,August,100
E0013,CSET240,September,95
E0013,CSET240,October,100
E0013,CSET240,November,100
E0013,CSET240,December,95
E0013,CSET211,July,99
E0013,CSET211,August,98
E0013,CSET211,September,97
E0013,CSET211,October,97
E0013,CSET211,November,97
E0013,CSET211,December,100
E0013,CSET201,July,94
E0013,CSET201,August,97
E0013,CSET201,September,100
E0013,CSET201,October,95
E0013,CSET201,November,93
E0013,CSET201,December,93
E0014,CSET243,July,89
E0014,CSET243,August,92
E0014,CSET243,September,87
E0014,CSET243,October,91
E0014,CSET243,November,89
E0014,CSET243,December,85
E0014,CSET240,July,88
E0014,CSET240,August,83
E0014,CSET240,September,87
E0014,CSET240,October,84
E0014,CSET240,November,85
E0014,CSET240,December,87
E0014,CSET211,July,92
E0014,CSET211,August,87
E0014,CSET211,September,83
E0014,CSET211,October,86
E0014,CSET211,November,87
E0014,CSET211,December,89
E0014,CSET201,July,90
E0014,CSET201,August,88
E0014,CSET201,September,94
E0014,CSET201,October,85
E0014,CSET201,November,86
E0014,CSET201,December,84
E0015,CSET243,July,95
E0015,CSET243,August,88
E0015,CSET243,September,97
E0015,CSET243,October,94
E0015,CSET243,November,93
E0015,CSET243,December,100
E0015,CSET240,July,99
E0015,CSET240,August,96
E0015,CSET240,September,97
E0015,CSET240,October,93
E0015,CSET240,November,93
E0015,CSET240,December,93
E0015,CSET211,July,95
E0015,CSET211,August,92
E0015,CSET211,September,96
E0015,CSET211,October,93
E0015,CSET211,November,100
E0015,CSET211,December,98
E0015,CSET201,July,100
E0015,CSET201,August,99
E0015,CSET201,September,100
E0015,CSET201,October,98
E0015,CSET201,November,96
E0015,CSET201,December,97
E0016,CSET243,July,93
E0016,CSET243,August,92
E0016,CSET243,September,91
E0016,CSET243,October,82
E0016,CSET243,November,84
E0016,CSET243,December,80
E0016,CSET240,July,88
E0016,CSET240,August,93
E0016,CSET240,September,82
E0016,CSET240,October,83
E0016,CSET240,November,82
E0016,CSET240,December,89
E0016,CSET211,July,89
E0016,CSET211,August,87
E0016,CSET211,September,87
E0016,CSET211,October,88
E0016,CSET211,November,85
E0016,CSET211,December,85
E0016,CSET201,July,92
E0016,CSET201,August,90
E0016,CSET201,September,92
E0016,CSET201,October,85
E0016,CSET201,November,81
E0016,CSET201,December,82
E0017,CSET243,July,97
E0017,CSET243,August,97
E0017,CSET243,September,99
E0017,CSET243,October,95
E0017,CSET243,November,100
E0017,CSET243,December,100
E0017,CSET240,July,98
E0017,CSET240,August,96
E0017,CSET240,September,96
E0017,CSET240,October,92
E0017,CSET240,November,99
E0017,CSET240,December,96
E0017,CSET211,July,100
E0017,CSET211,August,96
E0017,CSET211,September,93
E0017,CSET211,October,100
E0017,CSET211,November,95
E0017,CSET211,December,89
E0017,CSET201,July,97
E0017,CSET201,August,100
E0017,CSET201,September,92
E0017,CSET201,October,95
E0017,CSET201,November,97
E0017,CSET201,December,100
E0018,CSET243,July,90
E0018,CSET243,August,92
E0018,CSET243,September,88
E0018,CSET243,October,87
E0018,CSET243,November,81
E0018,CSET243,December,86
E0018,CSET240,July,92
E0018,CSET240,August,89
E0018,CSET240,September,91
E0018,CSET240,October,89
E0018,CSET240,November,86
E0018,CSET240,December,86
E0018,CSET211,July,83
E0018,CSET211,August,88
E0018,CSET211,September,92
E0018,CSET211,October,83
E0018,CSET211,November,86
E0018,CSET211,December,86
E0018,CSET201,July,93
E0018,CSET201,August,91
E0018,CSET201,September,92
E0018,CSET201,October,85
E0018,CSET201,November,81
E0018,CSET201,December,83
E0019,CSET243,July,57
E0019,CSET243,August,55
E0019,CSET243,September,45
E0019,CSET243,October,47
E0019,CSET243,November,34
E0019,CSET243,December,35
E0019,CSET240,July,60
E0019,CSET240,August,56
E0019,CSET240,September,47
E0019,CSET240,October,44
E0019,CSET240,November,40
E0019,CSET240,December,36
E0019,CSET211,July,59
E0019,CSET211,August,58
E0019,CSET211,September,50
E0019,CSET211,October,46
E0019,CSET211,November,41
E0019,CSET211,December,27
E0019,CSET201,July,59
E0019,CSET201,August,60
E0019,CSET201,September,53
E0019,CSET201,October,46
E0019,CSET201,November,31
E0019,CSET201,December,36
E0020,CSET243,July,78
E0020,CSET243,August,66
E0020,CSET243,September,72
E0020,CSET243,October,66
E0020,CSET243,November,63
E0020,CSET243,December,61
E0020,CSET240,July,75
E0020,CSET240,August,73
E0020,CSET240,September,67
E0020,CSET240,October,71
E0020,CSET240,November,65
E0020,CSET240,December,62
E0020,CSET211,July,74
E0020,CSET211,August,72
E0020,CSET211,September,65
E0020,CSET211,October,66
E0020,CSET211,November,64
E0020,CSET211,December,63
E0020,CSET201,July,71
E0020,CSET201,August,70
E0020,CSET201,September,74
E0020,CSET201,October,65
E0020,CSET201,November,60
E0020,CSET201,December,55
E0021,CSET243,July,87
E0021,CSET243,August,85
E0021,CSET243,September,89
E0021,CSET243,October,89
E0021,CSET243,November,86
E0021,CSET243,December,86
E0021,CSET240,July,89
E0021,CSET240,August,88
E0021,CSET240,September,86
E0021,CSET240,October,80
E0021,CSET240,November,82
E0021,CSET240,December,83
E0021,CSET211,July,90
E0021,CSET211,August,83
E0021,CSET211,September,90
E0021,CSET211,October,94
E0021,CSET211,November,83
E0021,CSET211,December,81
E0021,CSET201,July,95
E0021,CSET201,August,89
E0021,CSET201,September,83
E0021,CSET201,October,87
E0021,CSET201,November,83
E0021,CSET201,December,78
E0022,CSET243,July,88
E0022,CSET243,August,89
E0022,CSET243,September,86
E0022,CSET243,October,87
E0022,CSET243,November,86
E0022,CSET243,December,87
E0022,CSET240,July,88
E0022,CSET240,August,86
E0022,CSET240,September,88
E0022,CSET240,October,87
E0022,CSET240,November,88
E0022,CSET240,December,83
E0022,CSET211,July,87
E0022,CSET211,August,88
E0022,CSET211,September,93
E0022,CSET211,October,88
E0022,CSET211,November,85
E0022,CSET211,December,84
E0022,CSET201,July,90
E0022,CSET201,August,92
E0022,CSET201,September,89
E0022,CSET201,October,90
E0022,CSET201,November,80
E0022,CSET201,December,88
E0023,CSET243,July,86
E0023,CSET243,August,86
E0023,CSET243,September,94
E0023,CSET243,October,84
E0023,CSET243,November,83
E0023,CSET243,December,87
E0023,CSET240,July,90
E0023,CSET240,August,88
E0023,CSET240,September,85
E0023,CSET240,October,86
E0023,CSET240,November,89
E0023,CSET240,December,86
E0023,CSET211,July,95
E0023,CSET211,August,85
E0023,CSET211,September,90
E0023,CSET211,October,85
E0023,CSET211,November,81
E0023,CSET211,December,85
E0023,CSET201,July,89
E0023,CSET201,August,88
E0023,CSET201,September,86
E0023,CSET201,October,81
E0023,CSET201,November,85
E0023,CSET201,December,85
E0024,CSET243,July,74
E0024,CSET243,August,66
E0024,CSET243,September,69
E0024,CSET243,October,65
E0024,CSET243,November,57
E0024,CSET243,December,59
E0024,CSET240,July,75
E0024,CSET240,August,73
E0024,CSET240,September,66
E0024,CSET240,October,66
E0024,CSET240,November,61
E0024,CSET240,December,64
E0024,CSET211,July,75
E0024,CSET211,August,68
E0024,CSET211,September,63
E0024,CSET211,October,65
E0024,CSET211,November,64
E0024,CSET211,December,59
E0024,CSET201,July,81
E0024,CSET201,August,69
E0024,CSET201,September,70
E0024,CSET201,October,63
E0024,CSET201,November,57
E0024,CSET201,December,62
E0025,CSET243,July,86
E0025,CSET243,August,89
E0025,CSET243,September,85
E0025,CSET243,October,86
E0025,CSET243,November,87
E0025,CSET243,December,85
E0025,CSET240,July,93
E0025,CSET240,August,87
E0025,CSET240,September,92
E0025,CSET240,October,84
E0025,CSET240,November,90
E0025,CSET240,December,87
E0025,CSET211,July,92
E0025,CSET211,August,93
E0025,CSET211,September,90
E0025,CSET211,October,84
E0025,CSET211,November,82
E0025,CSET211,December,88
E0025,CSET201,July,93
E0025,CSET201,August,86
E0025,CSET201,September,88
E0025,CSET201,October,83
E0025,CSET201,November,84
E0025,CSET201,December,83
E0026,CSET243,July,95
E0026,CSET243,August,86
E0026,CSET243,September,82
E0026,CSET243,October,86
E0026,CSET243,November,89
E0026,CSET243,December,86
E0026,CSET240,July,91
E0026,CSET240,August,90
E0026,CSET240,September,84
E0026,CSET240,October,84
E0026,CSET240,November,82
E0026,CSET240,December,85
E0026,CSET211,July,88
E0026,CSET211,August,85
E0026,CSET211,September,83
E0026,CSET211,October,88
E0026,CSET211,November,82
E0026,CSET211,December,76
E0026,CSET201,July,90
E0026,CSET201,August,87
E0026,CSET201,September,87
E0026,CSET201,October,89
E0026,CSET201,November,87
E0026,CSET201,December,83
E0027,CSET243,July,89
E0027,CSET243,August,85
E0027,CSET243,September,84
E0027,CSET243,October,83
E0027,CSET243,November,84
E0027,CSET243,December,84
E0027,CSET240,July,87
E0027,CSET240,August,88
E0027,CSET240,September,87
E0027,CSET240,October,87
E0027,CSET240,November,86
E0027,CSET240,December,87
E0027,CSET211,July,90
E0027,CSET211,August,92
E0027,CSET211,September,83
E0027,CSET211,October,82
E0027,CSET211,November,92
E0027,CSET211,December,87
E0027,CSET201,July,88
E0027,CSET201,August,91
E0027,CSET201,September,87
E0027,CSET201,October,86
E0027,CSET201,November,84
E0027,CSET201,December,89
E0028,CSET243,July,93
E0028,CSET243,August,88
E0028,CSET243,September,85
E0028,CSET243,October,88
E0028,CSET243,November,89
E0028,CSET243,December,88
E0028,CSET240,July,93
E0028,CSET240,August,89
E0028,CSET240,September,94
E0028,CSET240,October,85
E0028,CSET240,November,80
E0028,CSET240,December,83
E0028,CSET211,July,91
E0028,CSET211,August,87
E0028,CSET211,September,88
E0028,CSET211,October,90
E0028,CSET211,November,90
E0028,CSET211,December,83
E0028,CSET201,July,91
E0028,CSET201,August,92
E0028,CSET201,September,88
E0028,CSET201,October,85
E0028,CSET201,November,83
E0028,CSET201,December,86
E0029,CSET243,July,89
E0029,CSET243,August,88
E0029,CSET243,September,88
E0029,CSET243,October,83
E0029,CSET243,November,85
E0029,CSET243,December,86
E0029,CSET240,July,93
E0029,CSET240,August,89
E0029,CSET240,September,86
E0029,CSET240,October,82
E0029,CSET240,November,82
E0029,CSET240,December,91
E0029,CSET211,July,89
E0029,CSET211,August,88
E0029,CSET211,September,91
E0029,CSET211,October,91
E0029,CSET211,November,83
E0029,CSET211,December,82
E0029,CSET201,July,90
E0029,CSET201,August,88
E0029,CSET201,September,87
E0029,CSET201,October,87
E0029,CSET201,November,88
E0029,CSET201,December,87
E0030,CSET243,July,95
E0030,CSET243,August,98
E0030,CSET243,September,96
E0030,CSET243,October,94
E0030,CSET243,November,93
E0030,CSET243,December,99
E0030,CSET240,July,93
E0030,CSET240,August,100
E0030,CSET240,September,97
E0030,CSET240,October,96
E0030,CSET240,November,97
E0030,CSET240,December,99
E0030,CSET211,July,96
E0030,CSET211,August,93
E0030,CSET211,September,100
E0030,CSET211,October,94
E0030,CSET211,November,99
E0030,CSET211,December,100
E0030,CSET201,July,98
E0030,CSET201,August,97
E0030,CSET201,September,91
E0030,CSET201,October,99
E0030,CSET201,November,96
E0030,CSET201,December,99
E0031,CSET243,July,94
E0031,CSET243,August,95
E0031,CSET243,September,96
E0031,CSET243,October,97
E0031,CSET243,November,96
E0031,CSET243,December,96
E0031,CSET240,July,97
E0031,CSET240,August,97
E0031,CSET240,September,96
E0031,CSET240,October,94
E0031,CSET240,November,100
E0031,CSET240,December,97
E0031,CSET211,July,100
E0031,CSET211,August,93
E0031,CSET211,September,97
E0031,CSET211,October,100
E0031,CSET211,November,93
E0031,CSET211,December,94
E0031,CSET201,July,100
E0031,CSET201,August,100
E0031,CSET201,September,93
E0031,CSET201,October,93
E0031,CSET201,November,94
E0031,CSET201,December,96
E0032,CSET243,July,88
E0032,CSET243,August,85
E0032,CSET243,September,87
E0032,CSET243,October,87
E0032,CSET243,November,82
E0032,CSET243,December,89
E0032,CSET240,July,96
E0032,CSET240,August,91
E0032,CSET240,September,88
E0032,CSET240,October,85
E0032,CSET240,November,89
E0032,CSET240,December,90
E0032,CSET211,July,95
E0032,CSET211,August,82
E0032,CSET211,September,85
E0032,CSET211,October,86
E0032,CSET211,November,83
E0032,CSET211,December,83
E0032,CSET201,July,91
E0032,CSET201,August,86
E0032,CSET201,September,89
E0032,CSET201,October,91
E0032,CSET201,November,82
E0032,CSET201,December,93
E0033,CSET243,July,89
E0033,CSET243,August,91
E0033,CSET243,September,92
E0033,CSET243,October,92
E0033,CSET243,November,88
E0033,CSET243,December,86
E0033,CSET240,July,90
E0033,CSET240,August,88
E0033,CSET240,September,93
E0033,CSET240,October,85
E0033,CSET240,November,86
E0033,CSET240,December,77
E0033,CSET211,July,88
E0033,CSET211,August,93
E0033,CSET211,September,87
E0033,CSET211,October,90
E0033,CSET211,November,81
E0033,CSET211,December,87
E0033,CSET201,July,91
E0033,CSET201,August,93
E0033,CSET201,September,89
E0033,CSET201,October,90
E0033,CSET201,November,89
E0033,CSET201,December,87
E0034,CSET243,July,61
E0034,CSET243,August,58
E0034,CSET243,September,56
E0034,CSET243,October,46
E0034,CSET243,November,43
E0034,CSET243,December,37
E0034,CSET240,July,61
E0034,CSET240,August,56
E0034,CSET240,September,52
E0034,CSET240,October,43
E0034,CSET240,November,42
E0034,CSET240,December,31
E0034,CSET211,July,62
E0034,CSET211,August,50
E0034,CSET211,September,47
E0034,CSET211,October,46
E0034,CSET211,November,43
E0034,CSET211,December,38
E0034,CSET201,July,58
E0034,CSET201,August,53
E0034,CSET201,September,50
E0034,CSET201,October,47
E0034,CSET201,November,41
E0034,CSET201,December,35
E0035,CSET243,July,91
E0035,CSET243,August,87
E0035,CSET243,September,87
E0035,CSET243,October,85
E0035,CSET243,November,82
E0035,CSET243,December,83
E0035,CSET240,July,90
E0035,CSET240,August,91
E0035,CSET240,September,92
E0035,CSET240,October,90
E0035,CSET240,November,79
E0035,CSET240,December,89
E0035,CSET211,July,94
E0035,CSET211,August,93
E0035,CSET211,September,93
E0035,CSET211,October,93
E0035,CSET211,November,85
E0035,CSET211,December,82
E0035,CSET201,July,94
E0035,CSET201,August,87
E0035,CSET201,September,90
E0035,CSET201,October,90
E0035,CSET201,November,93
E0035,CSET201,December,87
E0036,CSET243,July,85
E0036,CSET243,August,87
E0036,CSET243,September,86
E0036,CSET243,October,87
E0036,CSET243,November,82
E0036,CSET243,December,85
E0036,CSET240,July,86
E0036,CSET240,August,84
E0036,CSET240,September,91
E0036,CSET240,October,85
E0036,CSET240,November,86
E0036,CSET240,December,83
E0036,CSET211,July,89
E0036,CSET211,August,92
E0036,CSET211,September,94
E0036,CSET211,October,83
E0036,CSET211,November,87
E0036,CSET211,December,80
E0036,CSET201,July,88
E0036,CSET201,August,92
E0036,CSET201,September,88
E0036,CSET201,October,86
E0036,CSET201,November,81
E0036,CSET201,December,82
E0037,CSET243,July,89
E0037,CSET243,August,88
E0037,CSET243,September,89
E0037,CSET243,October,85
E0037,CSET243,November,84
E0037,CSET243,December,81
E0037,CSET240,July,94
E0037,CSET240,August,84
E0037,CSET240,September,87
E0037,CSET240,October,88
E0037,CSET240,November,85
E0037,CSET240,December,82
E0037,CSET211,July,92
E0037,CSET211,August,86
E0037,CSET211,September,83
E0037,CSET211,October,87
E0037,CSET211,November,86
E0037,CSET211,December,82
E0037,CSET201,July,88
E0037,CSET201,August,92
E0037,CSET201,September,87
E0037,CSET201,October,88
E0037,CSET201,November,89
E0037,CSET201,December,86
E0038,CSET243,July,74
E0038,CSET243,August,71
E0038,CSET243,September,70
E0038,CSET243,October,68
E0038,CSET243,November,67
E0038,CSET243,December,60
E0038,CSET240,July,68
E0038,CSET240,August,68
E0038,CSET240,September,71
E0038,CSET240,October,71
E0038,CSET240,November,59
E0038,CSET240,December,64
E0038,CSET211,July,79
E0038,CSET211,August,64
E0038,CSET211,September,69
E0038,CSET211,October,68
E0038,CSET211,November,59
E0038,CSET211,December,62
E0038,CSET201,July,82
E0038,CSET201,August,68
E0038,CSET201,September,69
E0038,CSET201,October,72
E0038,CSET201,November,64
E0038,CSET201,December,63
E0039,CSET243,July,74
E0039,CSET243,August,68
E0039,CSET243,September,69
E0039,CSET243,October,63
E0039,CSET243,November,61
E0039,CSET243,December,60
E0039,CSET240,July,72
E0039,CSET240,August,73
E0039,CSET240,September,68
E0039,CSET240,October,69
E0039,CSET240,November,63
E0039,CSET240,December,64
E0039,CSET211,July,79
E0039,CSET211,August,74
E0039,CSET211,September,69
E0039,CSET211,October,65
E0039,CSET211,November,60
E0039,CSET211,December,57
E0039,CSET201,July,74
E0039,CSET201,August,69
E0039,CSET201,September,70
E0039,CSET201,October,64
E0039,CSET201,November,57
E0039,CSET201,December,62
E0040,CSET243,July,68
E0040,CSET243,August,73
E0040,CSET243,September,65
E0040,CSET243,October,70
E0040,CSET243,November,61
E0040,CSET243,December,55
E0040,CSET240,July,71
E0040,CSET240,August,72
E0040,CSET240,September,70
E0040,CSET240,October,65
E0040,CSET240,November,60
E0040,CSET240,December,55
E0040,CSET211,July,77
E0040,CSET211,August,75
E0040,CSET211,September,72
E0040,CSET211,October,68
E0040,CSET211,November,62
E0040,CSET211,December,60
E0040,CSET201,July,78
E0040,CSET201,August,76
E0040,CSET201,September,71
E0040,CSET201,October,67
E0040,CSET201,November,63
E0040,CSET201,December,59
E0041,CSET243,July,94
E0041,CSET243,August,89
E0041,CSET243,September,84
E0041,CSET243,October,86
E0041,CSET243,November,89
E0041,CSET243,December,89
E0041,CSET240,July,84
E0041,CSET240,August,90
E0041,CSET240,September,85
E0041,CSET240,October,81
E0041,CSET240,November,84
E0041,CSET240,December,86
E0041,CSET211,July,91
E0041,CSET211,August,88
E0041,CSET211,September,83
E0041,CSET211,October,84
E0041,CSET211,November,84
E0041,CSET211,December,86
E0041,CSET201,July,92
E0041,CSET201,August,89
E0041,CSET201,September,87
E0041,CSET201,October,86
E0041,CSET201,November,82
E0041,CSET201,December,86
E0042,CSET243,July,85
E0042,CSET243,August,88
E0042,CSET243,September,88
E0042,CSET243,October,88
E0042,CSET243,November,90
E0042,CSET243,December,81
E0042,CSET240,July,87
E0042,CSET240,August,90
E0042,CSET240,September,92
E0042,CSET240,October,85
E0042,CSET240,November,77
E0042,CSET240,December,88
E0042,CSET211,July,91
E0042,CSET211,August,90
E0042,CSET211,September,81
E0042,CSET211,October,84
E0042,CSET211,November,84
E0042,CSET211,December,87
E0042,CSET201,July,88
E0042,CSET201,August,92
E0042,CSET201,September,88
E0042,CSET201,October,87
E0042,CSET201,November,90
E0042,CSET201,December,83
E0043,CSET243,July,89
E0043,CSET243,August,94
E0043,CSET243,September,90
E0043,CSET243,October,94
E0043,CSET243,November,85
E0043,CSET243,December,80
E0043,CSET240,July,91
E0043,CSET240,August,88
E0043,CSET240,September,86
E0043,CSET240,October,90
E0043,CSET240,November,88
E0043,CSET240,December,80
E0043,CSET211,July,91
E0043,CSET211,August,90
E0043,CSET211,September,84
E0043,CSET211,October,87
E0043,CSET211,November,85
E0043,CSET211,December,85
E0043,CSET201,July,86
E0043,CSET201,August,92
E0043,CSET201,September,92
E0043,CSET201,October,85
E0043,CSET201,November,88
E0043,CSET201,December,85
E0044,CSET243,July,97
E0044,CSET243,August,94
E0044,CSET243,September,98
E0044,CSET243,October,94
E0044,CSET243,November,96
E0044,CSET243,December,93
E0044,CSET240,July,100
E0044,CSET240,August,98
E0044,CSET240,September,91
E0044,CSET240,October,100
E0044,CSET240,November,96
E0044,CSET240,December,95
E0044,CSET211,July,98
E0044,CSET211,August,97
E0044,CSET211,September,96
E0044,CSET211,October,96
E0044,CSET211,November,100
E0044,CSET211,December,98
E0044,CSET201,July,98
E0044,CSET201,August,96
E0044,CSET201,September,94
E0044,CSET201,October,95
E0044,CSET201,November,99
E0044,CSET201,December,94
E0045,CSET243,July,92
E0045,CSET243,August,85
E0045,CSET243,September,84
E0045,CSET243,October,87
E0045,CSET243,November,87
E0045,CSET243,December,84
E0045,CSET240,July,87
E0045,CSET240,August,89
E0045,CSET240,September,84
E0045,CSET240,October,84
E0045,CSET240,November,86
E0045,CSET240,December,85
E0045,CSET211,July,89
E0045,CSET211,August,88
E0045,CSET211,September,90
E0045,CSET211,October,87
E0045,CSET211,November,84
