studentID,Course_code,Backlog
E0045,CSET211,0
E0045,CSET210,0
E0046,CSET243,0
E0046,CSET240,0
E0046,CSET211,0
E0046,CSET210,0
E0047,CSET243,0
E0047,CSET240,0
E0047,CSET211,0
E0047,CSET210,0
E0048,CSET243,0
E0048,CSET240,0
E0048,CSET211,0
E0048,CSET210,0
E0049,CSET243,0
E0049,CSET240,0
E0049,CSET211,0
E0049,CSET210,0
E0050,CSET243,0
E0050,CSET240,0
E0050,CSET211,0
E0050,CSET210,0
E0051,CSET243,0
E0051,CSET240,0
E0051,CSET211,0
E0051,CSET210,0
E0052,CSET243,0
E0052,CSET240,0
E0052,CSET211,0
E0052,CSET210,0
E0053,CSET243,0
E0053,CSET240,0
E0053,CSET211,0
E0053,CSET210,0
E0054,CSET243,1
E0054,CSET240,0
E0054,CSET211,0
E0054,CSET210,0
E0055,CSET243,0
E0055,CSET240,0
E0055,CSET211,0
E0055,CSET210,0
E0056,CSET243,1
E0056,CSET240,0
E0056,CSET211,1
E0056,CSET210,1
E0057,CSET243,0
E0057,CSET240,0
E0057,CSET211,0
E0057,CSET210,0
E0058,CSET243,0
E0058,CSET240,0
E0058,CSET211,0
E0058,CSET210,0
E0059,CSET243,0
E0059,CSET240,1
E0059,CSET211,0
E0059,CSET210,0
E0060,CSET243,1
E0060,CSET240,0
E0060,CSET211,0
E0060,CSET210,0
E0061,CSET243,0
E0061,CSET240,0
E0061,CSET211,0
E0061,CSET210,0
E0062,CSET243,0
E0062,CSET240,0
E0062,CSET211,0
E0062,CSET210,0
E0063,CSET243,1
E0063,CSET240,0
E0063,CSET211,0
E0063,CSET210,0
E0064,CSET243,0
E0064,CSET240,0
E0064,CSET211,0
E0064,CSET210,0
E0065,CSET243,0
E0065,CSET240,0
E0065,CSET211,0
E0065,CSET210,0
E0066,CSET243,0
E0066,CSET240,0
E0066,CSET211,0
E0066,CSET210,0
E0067,CSET243,0
E0067,CSET240,0
E0067,CSET211,0
E0067,CSET210,0
E0068,CSET243,1
E0068,CSET240,1
E0068,CSET211,1
E0068,CSET210,0
E0069,CSET243,0
E0069,CSET240,0
E0069,CSET211,0
E0069,CSET210,0
E0070,CSET243,0
E0070,CSET240,0
E0070,CSET211,0
E0070,CSET210,0
E0071,CSET243,0
E0071,CSET240,0
E0071,CSET211,0
E0071,CSET210,0
E0072,CSET243,0
E0072,CSET240,0
E0072,CSET211,0
E0072,CSET210,0
E0073,CSET243,0
E0073,CSET240,0
E0073,CSET211,0
E0073,CSET210,0
E0074,CSET243,0
E0074,CSET240,0
E0074,CSET211,0
E0074,CSET210,0
E0075,CSET243,0
E0075,CSET240,0
E0075,CSET211,0
E0075,CSET210,1
E0076,CSET243,0
E0076,CSET240,0
E0076,CSET211,0
E0076,CSET210,0
E0077,CSET243,0
E0077,CSET240,0
E0077,CSET211,0
E0077,CSET210,0
E0078,CSET243,0
E0078,CSET240,0
E0078,CSET211,0
E0078,CSET210,0
E0079,CSET243,0
E0079,CSET240,0
E0079,CSET211,0
E0079,CSET210,0
E0080,CSET243,0
E0080,CSET240,1
E0080,CSET211,1
E0080,CSET210,1
E0081,CSET243,0
E0081,CSET240,0
E0081,CSET211,0
E0081,CSET210,0
E0082,CSET243,0
E0082,CSET240,0
E0082,CSET211,0
E0082,CSET210,0
E0083,CSET243,0
E0083,CSET240,0
E0083,CSET211,0
E0083,CSET210,0
E0084,CSET243,0
E0084,CSET240,0
E0084,CSET211,0
E0084,CSET210,0
E0085,CSET243,0
E0085,CSET240,0
E0085,CSET211,0
E0085,CSET210,0
E0086,CSET243,0
E0086,CSET240,0
E0086,CSET211,0
E0086,CSET210,0
E0087,CSET243,1
E0087,CSET240,0
E0087,CSET211,0
E0087,CSET210,0
E0088,CSET243,0
E0088,CSET240,0
E0088,CSET211,0
E0088,CSET210,0
E0089,CSET243,1
E0089,CSET240,0
E0089,CSET211,0
E0089,CSET210,0
E0090,CSET243,0
E0090,CSET240,0
E0090,CSET211,0
E0090,CSET210,0
E0091,CSET243,0
E0091,CSET240,0
E0091,CSET211,0
E0091,CSET210,0
E0092,CSET243,0
E0092,CSET240,0
E0092,CSET211,0
E0092,CSET210,0
E0093,CSET243,0
E0093,CSET240,0
E0093,CSET211,0
E0093,CSET210,0
E0094,CSET243,0
E0094,CSET240,0
E0094,CSET211,0
E0094,CSET210,0
E0095,CSET243,0
E0095,CSET240,0
E0095,CSET211,1
E0095,CSET210,0
E0096,CSET243,0
E0096,CSET240,0
E0096,CSET211,0
E0096,CSET210,0
E0097,CSET243,1
E0097,CSET240,0
E0097,CSET211,0
E0097,CSET210,0
E0098,CSET243,0
E0098,CSET240,0
E0098,CSET211,0
E0098,CSET210,0
E0099,CSET243,0
E0099,CSET240,0
E0099,CSET211,0
E0099,CSET210,0
E0100,CSET243,0
E0100,CSET240,0
E0100,CSET211,0
E0100,CSET210,0
E0101,CSET243,0
E0101,CSET240,0
E0101,CSET211,0
E0101,CSET210,0
E0102,CSET243,0
E0102,CSET240,0
E0102,CSET211,0
E0102,CSET210,0
E0103,CSET243,0
E0103,CSET240,0
E0103,CSET211,0
E0103,CSET210,0
E0104,CSET243,0
E0104,CSET240,0
E0104,CSET211,0
E0104,CSET210,0
E0105,CSET243,0
E0105,CSET240,0
E0105,CSET211,0
E0105,CSET210,0
E0106,CSET243,0
E0106,CSET240,0
E0106,CSET211,0
E0106,CSET210,0
E0107,CSET243,0
E0107,CSET240,1
E0107,CSET211,0
E0107,CSET210,0
E0108,CSET243,0
E0108,CSET240,0
E0108,CSET211,0
E0108,CSET210,0
E0109,CSET243,1
E0109,CSET240,0
E0109,CSET211,1
E0109,CSET210,0
E0110,CSET243,0
E0110,CSET240,0
E0110,CSET211,0
E0110,CSET210,0
E0111,CSET243,0
E0111,CSET240,1
E0111,CSET211,1
E0111,CSET210,0
E0112,CSET243,1
E0112,CSET240,0
E0112,CSET211,0
E0112,CSET210,0
E0113,CSET243,0
E0113,CSET240,1
E0113,CSET211,0
E0113,CSET210,0
E0114,CSET243,0
E0114,CSET240,0
E0114,CSET211,0
E0114,CSET210,0
E0115,CSET243,0
E0115,CSET240,0
E0115,CSET211,0
E0115,CSET210,0
E0116,CSET243,0
E0116,CSET240,0
E0116,CSET211,0
E0116,CSET210,0
E0117,CSET243,0
E0117,CSET240,0
E0117,CSET211,0
E0117,CSET210,0
E0118,CSET243,0
E0118,CSET240,0
E0118,CSET211,0
E0118,CSET210,0
E0119,CSET243,0
E0119,CSET240,0
E0119,CSET211,0
E0119,CSET210,0
E0120,CSET243,0
E0120,CSET240,0
E0120,CSET211,0
E0120,CSET210,0
E0121,CSET243,0
E0121,CSET240,0
E0121,CSET211,0
E0121,CSET210,0
E0122,CSET243,0
E0122,CSET240,0
E0122,CSET211,0
E0122,CSET210,0
E0123,CSET243,0
E0123,CSET240,0
E0123,CSET211,0
E0123,CSET210,0
E0124,CSET243,0
E0124,CSET240,0
E0124,CSET211,0
E0124,CSET210,0
E0125,CSET243,0
E0125,CSET240,0
E0125,CSET211,0
E0125,CSET210,0
E0126,CSET243,0
E0126,CSET240,0
E0126,CSET211,0
E0126,CSET210,0
E0127,CSET243,0
E0127,CSET240,0
E0127,CSET211,0
E0127,CSET210,0
E0128,CSET243,1
E0128,CSET240,0
E0128,CSET211,0
E0128,CSET210,0
E0129,CSET243,0
E0129,CSET240,0
E0129,CSET211,0
E0129,CSET210,0
E0130,CSET243,0
E0130,CSET240,0
E0130,CSET211,0
E0130,CSET210,0
E0131,CSET243,0
E0131,CSET240,0
E0131,CSET211,0
E0131,CSET210,0
E0132,CSET243,0
E0132,CSET240,0
E0132,CSET211,0
E0132,CSET210,0
E0133,CSET243,1
E0133,CSET240,0
E0133,CSET211,0
E0133,CSET210,0
E0134,CSET243,0
E0134,CSET240,0
E0134,CSET211,0
E0134,CSET210,0
E0135,CSET243,0
E0135,CSET240,0
E0135,CSET211,0
E0135,CSET210,0
E0136,CSET243,0
E0136,CSET240,1
E0136,CSET211,1
E0136,CSET210,0
E0137,CSET243,1
E0137,CSET240,0
E0137,CSET211,0
E0137,CSET210,0
E0138,CSET243,0
E0138,CSET240,0
E0138,CSET211,0
E0138,CSET210,0
E0139,CSET243,0
E0139,CSET240,0
E0139,CSET211,0
E0139,CSET210,0
E0140,CSET243,0
E0140,CSET240,0
E0140,CSET211,0
E0140,CSET210,0
E0141,CSET243,0
E0141,CSET240,0
E0141,CSET211,0
E0141,CSET210,0
E0142,CSET243,0
E0142,CSET240,0
E0142,CSET211,0
E0142,CSET210,0
E0143,CSET243,0
E0143,CSET240,0
E0143,CSET211,0
E0143,CSET210,0
E0144,CSET243,0
E0144,CSET240,0
E0144,CSET211,0
E0144,CSET210,0
E0145,CSET243,0
E0145,CSET240,0
E0145,CSET211,0
E0145,CSET210,0
E0146,CSET243,1
E0146,CSET240,1
E0146,CSET211,0
E0146,CSET210,0
E0147,CSET243,0
E0147,CSET240,0
E0147,CSET211,0
E0147,CSET210,0
E0148,CSET243,0
E0148,CSET240,0
E0148,CSET211,0
E0148,CSET210,0
E0149,CSET243,0
E0149,CSET240,0
E0149,CSET211,0
E0149,CSET210,0
E0150,CSET243,0
E0150,CSET240,0
E0150,CSET211,0
E0150,CSET210,0
E0151,CSET243,0
E0151,CSET240,0
E0151,CSET211,0
E0151,CSET210,0
E0152,CSET243,0
E0152,CSET240,0
E0152,CSET211,0
E0152,CSET210,0
E0153,CSET243,0
E0153,CSET240,0
E0153,CSET211,0
E0153,CSET210,0
E0154,CSET243,0
E0154,CSET240,0
E0154,CSET211,0
E0154,CSET210,0
E0155,CSET243,0
E0155,CSET240,0
E0155,CSET211,0
E0155,CSET210,0
E0156,CSET243,0
E0156,CSET240,0
E0156,CSET211,0
E0156,CSET210,0
E0157,CSET243,1
E0157,CSET240,0
E0157,CSET211,0
E0157,CSET210,0
E0158,CSET243,0
E0158,CSET240,0
E0158,CSET211,0
E0158,CSET210,0
E0159,CSET243,0
E0159,CSET240,0
E0159,CSET211,0
E0159,CSET210,0
E0160,CSET243,0
E0160,CSET240,0
E0160,CSET211,0
E0160,CSET210,0
E0161,CSET243,0
E0161,CSET240,0
E0161,CSET211,0
E0161,CSET210,0
E0162,CSET243,0
E0162,CSET240,0
E0162,CSET211,0
E0162,CSET210,0
E0163,CSET243,0
E0163,CSET240,0
E0163,CSET211,0
E0163,CSET210,0
E0164,CSET243,0
E0164,CSET240,0
E0164,CSET211,0
E0164,CSET210,0
E0165,CSET243,0
E0165,CSET240,0
E0165,CSET211,0
E0165,CSET210,0
E0166,CSET243,0
E0166,CSET240,0
E0166,CSET211,0
E0166,CSET210,0
E0167,CSET243,0
E0167,CSET240,0
E0167,CSET211,0
E0167,CSET210,0
E0168,CSET243,0
E0168,CSET240,0
E0168,CSET211,0
E0168,CSET210,0
E0169,CSET243,0
E0169,CSET240,0
E0169,CSET211,0
E0169,CSET210,0
E0170,CSET243,0
E0170,CSET240,0
E0170,CSET211,0
E0170,CSET210,0
E0171,CSET243,0
E0171,CSET240,0
E0171,CSET211,0
E0171,CSET210,0
E0172,CSET243,0
E0172,CSET240,1
E0172,CSET211,0
E0172,CSET210,0
E0173,CSET243,0
E0173,CSET240,0
E0173,CSET211,0
E0173,CSET210,0
E0174,CSET243,0
E0174,CSET240,0
E0174,CSET211,0
E0174,CSET210,0
E0175,CSET243,1
E0175,CSET240,1
E0175,CSET211,1
E0175,CSET210,0
E0176,CSET243,0
E0176,CSET240,0
E0176,CSET211,0
E0176,CSET210,0
E0177,CSET243,1
E0177,CSET240,0
E0177,CSET211,0
E0177,CSET210,0
E0178,CSET243,0
E0178,CSET240,0
E0178,CSET211,0
E0178,CSET210,0
E0179,CSET243,0
E0179,CSET240,0
E0179,CSET211,0
E0179,CSET210,0
E0180,CSET243,0
E0180,CSET240,0
E0180,CSET211,0
E0180,CSET210,1
E0181,CSET243,0
E0181,CSET240,0
E0181,CSET211,0
E0181,CSET210,0
E0182,CSET243,0
E0182,CSET240,0
E0182,CSET211,0
E0182,CSET210,0
E0183,CSET243,0
E0183,CSET240,0
E0183,CSET211,0
E0183,CSET210,0
E0184,CSET243,0
E0184,CSET240,0
E0184,CSET211,0
E0184,CSET210,0
E0185,CSET243,0
E0185,CSET240,0
E0185,CSET211,0
E0185,CSET210,0
E0186,CSET243,0
E0186,CSET240,0
E0186,CSET211,0
E0186,CSET210,0
E0187,CSET243,0
E0187,CSET240,0
E0187,CSET211,0
E0187,CSET210,0
E0188,CSET243,0
E0188,CSET240,1
E0188,CSET211,1
E0188,CSET210,0
E0189,CSET243,0
E0189,CSET240,0
E0189,CSET211,0
E0189,CSET210,0
E0190,CSET243,1
E0190,CSET240,0
E0190,CSET211,1
E0190,CSET210,0
E0191,CSET243,0
E0191,CSET240,0
E0191,CSET211,0
E0191,CSET210,0
E0192,CSET243,0
E0192,CSET240,0
E0192,CSET211,1
E0192,CSET210,0
E0193,CSET243,0
E0193,CSET240,0
E0193,CSET211,0
E0193,CSET210,0
E0194,CSET243,0
E0194,CSET240,0
E0194,CSET211,0
E0194,CSET210,0
E0195,CSET243,1
E0195,CSET240,1
E0195,CSET211,0
E0195,CSET210,0
E0196,CSET243,0
E0196,CSET240,0
E0196,CSET211,0
E0196,CSET210,0
E0197,CSET243,0
E0197,CSET240,0
E0197,CSET211,0
E0197,CSET210,0
E0198,CSET243,0
E0198,CSET240,0
E0198,CSET211,1
E0198,CSET210,0
E0199,CSET243,0
E0199,CSET240,0
E0199,CSET211,0
E0199,CSET210,0
E0200,CSET243,0
E0200,CSET240,0
E0200,CSET211,0
E0200,CSET210,0
E0201,CSET243,0
E0201,CSET240,0
E0201,CSET211,0
E0201,CSET210,0
E0202,CSET243,0
E0202,CSET240,0
E0202,CSET211,0
E0202,CSET210,0
E0203,CSET243,1
E0203,CSET240,1
E0203,CSET211,0
E0203,CSET210,0
E0204,CSET243,1
E0204,CSET240,0
E0204,CSET211,0
E0204,CSET210,0
E0205,CSET243,1
E0205,CSET240,0
E0205,CSET211,0
E0205,CSET210,0
E0206,CSET243,0
E0206,CSET240,0
E0206,CSET211,0
E0206,CSET210,0
E0207,CSET243,0
E0207,CSET240,0
E0207,CSET211,0
E0207,CSET210,0
E0208,CSET243,0
E0208,CSET240,0
E0208,CSET211,0
E0208,CSET210,0
E0209,CSET243,0
E0209,CSET240,0
E0209,CSET211,0
E0209,CSET210,0
E0210,CSET243,0
E0210,CSET240,0
E0210,CSET211,0
E0210,CSET210,0
E0211,CSET243,0
E0211,CSET240,0
E0211,CSET211,0
E0211,CSET210,0
E0212,CSET243,0
E0212,CSET240,0
E0212,CSET211,0
E0212,CSET210,0
E0213,CSET243,0
E0213,CSET240,0
E0213,CSET211,0
E0213,CSET210,0
E0214,CSET243,0
E0214,CSET240,0
E0214,CSET211,0
E0214,CSET210,0
E0215,CSET243,0
E0215,CSET240,0
E0215,CSET211,0
E0215,CSET210,0
E0216,CSET243,0
E0216,CSET240,0
E0216,CSET211,0
E0216,CSET210,0
E0217,CSET243,0
E0217,CSET240,1
E0217,CSET211,0
E0217,CSET210,0
E0218,CSET243,0
E0218,CSET240,0
E0218,CSET211,0
E0218,CSET210,0
E0219,CSET243,0
E0219,CSET240,0
E0219,CSET211,0
E0219,CSET210,0
E0220,CSET243,0
E0220,CSET240,0
E0220,CSET211,0
E0220,CSET210,0
E0221,CSET243,0
E0221,CSET240,0
E0221,CSET211,0
E0221,CSET210,0
E0222,CSET243,0
E0222,CSET240,0
E0222,CSET211,0
E0222,CSET210,0
E0223,CSET243,0
E0223,CSET240,1
E0223,CSET211,0
E0223,CSET210,0
E0224,CSET243,0
E0224,CSET240,0
E0224,CSET211,0
E0224,CSET210,0
E0225,CSET243,0
E0225,CSET240,0
E0225,CSET211,0
E0225,CSET210,0
E0226,CSET243,0
E0226,CSET240,0
E0226,CSET211,0
E0226,CSET210,0
E0227,CSET243,0
E0227,CSET240,0
E0227,CSET211,0
E0227,CSET210,0
E0228,CSET243,0
E0228,CSET240,0
E0228,CSET211,0
E0228,CSET210,0
E0229,CSET243,0
E0229,CSET240,0
E0229,CSET211,0
E0229,CSET210,0
E0230,CSET243,0
E0230,CSET240,0
E0230,CSET211,0
E0230,CSET210,0
E0231,CSET243,0
E0231,CSET240,0
E0231,CSET211,0
E0231,CSET210,0
E0232,CSET243,0
E0232,CSET240,0
E0232,CSET211,0
E0232,CSET210,0
E0233,CSET243,0
E0233,CSET240,0
E0233,CSET211,0
E0233,CSET210,0
E0234,CSET243,0
E0234,CSET240,0
E0234,CSET211,0
E0234,CSET210,0
E0235,CSET243,1
E0235,CSET240,0
E0235,CSET211,0
E0235,CSET210,0
E0236,CSET243,0
E0236,CSET240,0
E0236,CSET211,0
E0236,CSET210,0
E0237,CSET243,0
E0237,CSET240,0
E0237,CSET211,0
E0237,CSET210,0
E0238,CSET243,1
E0238,CSET240,0
E0238,CSET211,0
E0238,CSET210,0
E0239,CSET243,1
E0239,CSET240,0
E0239,CSET211,0
E0239,CSET210,0
E0240,CSET243,0
E0240,CSET240,0
E0240,CSET211,0
E0240,CSET210,0
E0241,CSET243,0
E0241,CSET240,0
E0241,CSET211,0
E0241,CSET210,0
E0242,CSET243,0
E0242,CSET240,0
E0242,CSET211,0
E0242,CSET210,0
E0243,CSET243,0
E0243,CSET240,0
E0243,CSET211,0
E0243,CSET210,0
E0244,CSET243,0
E0244,CSET240,0
E0244,CSET211,0
E0244,CSET210,0
E0245,CSET243,0
E0245,CSET240,0
E0245,CSET211,0
E0245,CSET210,0
E0246,CSET243,0
E0246,CSET240,0
E0246,CSET211,0
E0246,CSET210,0
E0247,CSET243,0
E0247,CSET240,0
E0247,CSET211,0
E0247,CSET210,0
E0248,CSET243,0
E0248,CSET240,1
E0248,CSET211,0
E0248,CSET210,0
E0249,CSET243,0
E0249,CSET240,0
E0249,CSET211,0
E0249,CSET210,0
E0250,CSET243,0
E0250,CSET240,0
E0250,CSET211,0
E0250,CSET210,0
E0251,CSET243,0
E0251,CSET240,0
E0251,CSET211,0
E0251,CSET210,0
E0252,CSET243,1
E0252,CSET240,0
E0252,CSET211,0
E0252,CSET210,0
E0253,CSET243,0
E0253,CSET240,0
E0253,CSET211,0
E0253,CSET210,1
E0254,CSET243,0
E0254,CSET240,0
E0254,CSET211,0
E0254,CSET210,0
E0255,CSET243,0
E0255,CSET240,1
E0255,CSET211,0
E0255,CSET210,0
E0256,CSET243,0
E0256,CSET240,0
E0256,CSET211,0
E0256,CSET210,0
E0257,CSET243,0
E0257,CSET240,1
E0257,CSET211,0
E0257,CSET210,0
E0258,CSET243,1
E0258,CSET240,0
E0258,CSET211,0
E0258,CSET210,0
E0259,CSET243,0
E0259,CSET240,0
E0259,CSET211,0
E0259,CSET210,0
E0260,CSET243,0
E0260,CSET240,0
E0260,CSET211,0
E0260,CSET210,0
E0261,CSET243,0
E0261,CSET240,0
E0261,CSET211,0
E0261,CSET210,0
E0262,CSET243,0
E0262,CSET240,0
E0262,CSET211,0
E0262,CSET210,0
E0263,CSET243,0
E0263,CSET240,0
E0263,CSET211,0
E0263,CSET210,0
E0264,CSET243,0
E0264,CSET240,0
E0264,CSET211,0
E0264,CSET210,0
E0265,CSET243,0
E0265,CSET240,0
E0265,CSET211,0
E0265,CSET210,0
E0266,CSET243,0
E0266,CSET240,0
E0266,CSET211,0
E0266,CSET210,0
E0267,CSET243,0
E0267,CSET240,0
E0267,CSET211,0
E0267,CSET210,0
E0268,CSET243,0
E0268,CSET240,0
E0268,CSET211,0
E0268,CSET210,0
E0269,CSET243,0
E0269,CSET240,0
E0269,CSET211,0
E0269,CSET210,0
E0270,CSET243,0
E0270,CSET240,0
E0270,CSET211,0
E0270,CSET210,0
E0271,CSET243,0
E0271,CSET240,0
E0271,CSET211,0
E0271,CSET210,0
E0272,CSET243,0
E0272,CSET240,0
E0272,CSET211,0
E0272,CSET210,0
E0273,CSET243,0
E0273,CSET240,0
E0273,CSET211,0
E0273,CSET210,0
E0274,CSET243,0
E0274,CSET240,0
E0274,CSET211,0
E0274,CSET210,0
E0275,CSET243,0
E0275,CSET240,0
E0275,CSET211,0
E0275,CSET210,0
E0276,CSET243,1
E0276,CSET240,1
E0276,CSET211,0
E0276,CSET210,0
E0277,CSET243,0
E0277,CSET240,0
E0277,CSET211,0
E0277,CSET210,0
E0278,CSET243,0
E0278,CSET240,0
E0278,CSET211,0
E0278,CSET210,0
E0279,CSET243,0
E0279,CSET240,0
E0279,CSET211,0
E0279,CSET210,0
E0280,CSET243,1
E0280,CSET240,1
E0280,CSET211,0
E0280,CSET210,0
E0281,CSET243,0
E0281,CSET240,0
E0281,CSET211,0
E0281,CSET210,0
E0282,CSET243,1
E0282,CSET240,0
E0282,CSET211,0
E0282,CSET210,0
E0283,CSET243,0
E0283,CSET240,0
E0283,CSET211,0
E0283,CSET210,0
E0284,CSET243,0
E0284,CSET240,0
E0284,CSET211,0
E0284,CSET210,0
E0285,CSET243,0
E0285,CSET240,0
E0285,CSET211,0
E0285,CSET210,0
E0286,CSET243,0
E0286,CSET240,0
E0286,CSET211,0
E0286,CSET210,0
E0287,CSET243,0
E0287,CSET240,0
E0287,CSET211,0
E0287,CSET210,0
E0288,CSET243,1
E0288,CSET240,1
E0288,CSET211,0
E0288,CSET210,0
E0289,CSET243,0
E0289,CSET240,1
E0289,CSET211,0
E0289,CSET210,0
E0290,CSET243,0
E0290,CSET240,0
E0290,CSET211,0
E0290,CSET210,0
E0291,CSET243,0
E0291,CSET240,0
E0291,CSET211,0
E0291,CSET210,0
E0292,CSET243,0
E0292,CSET240,0
E0292,CSET211,0
E0292,CSET210,0
E0293,CSET243,1
E0293,CSET240,0
E0293,CSET211,0
E0293,CSET210,0
E0294,CSET243,0
E0294,CSET240,0
E0294,CSET211,0
E0294,CSET210,0
E0295,CSET243,0
E0295,CSET240,0
E0295,CSET211,0
E0295,CSET210,0
E0296,CSET243,1
E0296,CSET240,1
E0296,CSET211,1
E0296,CSET210,0
E0297,CSET243,0
E0297,CSET240,0
E0297,CSET211,0
E0297,CSET210,0
E0298,CSET243,0
E0298,CSET240,0
E0298,CSET211,0
E0298,CSET210,0
E0299,CSET243,0
E0299,CSET240,0
E0299,CSET211,0
E0299,CSET210,0
E0300,CSET243,0
E0300,CSET240,0
E0300,CSET211,0
E0300,CSET210,0
E0301,CSET243,0
E0301,CSET240,0
E0301,CSET211,0
E0301,CSET210,0
E0302,CSET243,0
E0302,CSET240,0
E0302,CSET211,0
E0302,CSET210,0
E0303,CSET243,0
E0303,CSET240,0
E0303,CSET211,0
E0303,CSET210,0
E0304,CSET243,0
E0304,CSET240,0
E0304,CSET211,0
E0304,CSET210,0
E0305,CSET243,1
E0305,CSET240,0
E0305,CSET211,0
E0305,CSET210,0
E0306,CSET243,0
E0306,CSET240,1
E0306,CSET211,0
E0306,CSET210,0
E0307,CSET243,1
E0307,CSET240,1
E0307,CSET211,0
E0307,CSET210,1
E0308,CSET243,0
E0308,CSET240,0
E0308,CSET211,0
E0308,CSET210,0
E0309,CSET243,0
E0309,CSET240,0
E0309,CSET211,0
E0309,CSET210,0
E0310,CSET243,0
E0310,CSET240,0
E0310,CSET211,0
E0310,CSET210,0
E0311,CSET243,0
E0311,CSET240,0
E0311,CSET211,0
E0311,CSET210,0
E0312,CSET243,0
E0312,CSET240,0
E0312,CSET211,0
E0312,CSET210,0
E0313,CSET243,0
E0313,CSET240,0
E0313,CSET211,0
E0313,CSET210,0
E0314,CSET243,0
E0314,CSET240,0
E0314,CSET211,0
E0314,CSET210,0
E0315,CSET243,0
E0315,CSET240,0
E0315,CSET211,0
E0315,CSET210,0
E0316,CSET243,0
E0316,CSET240,0
E0316,CSET211,0
E0316,CSET210,0
E0317,CSET243,0
E0317,CSET240,0
E0317,CSET211,0
E0317,CSET210,0
E0318,CSET243,0
E0318,CSET240,0
