studentID,Current_CGPA,CourseID,Quiz_1,Quiz_2,Quiz_3,Midterm
E0032,8.22,CSET211,88,82,76,78
E0032,8.22,CSET201,93,96,83,94
E0033,8.31,CSET243,55,81,57,33
E0033,8.31,CSET240,81,100,65,86
E0033,8.31,CSET211,94,82,68,85
E0033,8.31,CSET201,83,92,85,91
E0034,5.75,CSET243,41,20,32,34
E0034,5.75,CSET240,68,51,37,52
E0034,5.75,CSET211,47,49,40,58
E0034,5.75,CSET201,61,58,73,69
E0035,7.72,CSET243,65,69,42,46
E0035,7.72,CSET240,92,62,59,81
E0035,7.72,CSET211,62,84,78,82
E0035,7.72,CSET201,94,93,95,88
E0036,8.08,CSET243,46,85,71,89
E0036,8.08,CSET240,93,95,66,94
E0036,8.08,CSET211,82,74,58,97
E0036,8.08,CSET201,90,97,95,89
E0037,7.99,CSET243,60,46,79,58
E0037,7.99,CSET240,91,80,78,82
E0037,7.99,CSET211,85,99,95,74
E0037,7.99,CSET201,80,89,93,89
E0038,7.23,CSET243,54,57,50,63
E0038,7.23,CSET240,64,53,66,70
E0038,7.23,CSET211,62,85,56,80
E0038,7.23,CSET201,88,70,85,86
E0039,6.77,CSET243,73,68,47,46
E0039,6.77,CSET240,59,38,86,56
E0039,6.77,CSET211,70,84,73,75
E0039,6.77,CSET201,76,69,77,72
E0040,7.3,CSET243,39,37,48,82
E0040,7.3,CSET240,100,70,100,83
E0040,7.3,CSET211,65,72,57,76
E0040,7.3,CSET201,80,100,95,91
E0041,7.7,CSET243,68,63,73,65
E0041,7.7,CSET240,66,72,88,81
E0041,7.7,CSET211,72,83,78,72
E0041,7.7,CSET201,94,95,83,85
E0042,8.42,CSET243,61,44,58,78
E0042,8.42,CSET240,58,94,86,80
E0042,8.42,CSET211,93,88,81,94
E0042,8.42,CSET201,91,89,97,89
E0043,7.78,CSET243,70,71,80,49
E0043,7.78,CSET240,86,79,80,92
E0043,7.78,CSET211,89,77,84,81
E0043,7.78,CSET201,89,96,82,99
E0044,8.61,CSET243,70,53,93,83
E0044,8.61,CSET240,100,98,70,76
E0044,8.61,CSET211,85,80,92,93
E0044,8.61,CSET201,99,93,100,90
E0045,8.15,CSET243,79,73,52,69
E0045,8.15,CSET240,71,84,59,86
E0045,8.15,CSET211,77,74,69,82
E0045,8.15,CSET201,85,85,85,84
E0046,7.66,CSET243,69,79,41,63
E0046,7.66,CSET240,89,64,67,85
E0046,7.66,CSET211,85,77,89,72
E0046,7.66,CSET201,100,87,96,86
E0047,7.93,CSET243,44,68,81,46
E0047,7.93,CSET240,78,83,87,61
E0047,7.93,CSET211,78,88,91,82
E0047,7.93,CSET201,79,83,100,84
E0048,9.27,CSET243,61,35,67,81
E0048,9.27,CSET240,64,85,100,72
E0048,9.27,CSET211,85,80,97,86
E0048,9.27,CSET201,99,95,92,100
E0049,5.71,CSET243,24,39,37,44
E0049,5.71,CSET240,58,64,52,48
E0049,5.71,CSET211,52,80,46,59
E0049,5.71,CSET201,67,71,58,60
E0050,9.07,CSET243,56,79,88,60
E0050,9.07,CSET240,90,94,73,79
E0050,9.07,CSET211,82,85,77,84
E0050,9.07,CSET201,100,93,100,99
E0051,9.05,CSET243,85,58,84,63
E0051,9.05,CSET240,86,91,92,100
E0051,9.05,CSET211,100,80,77,94
E0051,9.05,CSET201,100,100,100,96
E0052,9.23,CSET243,79,65,55,48
E0052,9.23,CSET240,78,100,84,95
E0052,9.23,CSET211,93,75,89,93
E0052,9.23,CSET201,100,94,85,98
E0053,7.39,CSET243,40,65,40,67
E0053,7.39,CSET240,76,74,49,65
E0053,7.39,CSET211,73,76,79,70
E0053,7.39,CSET201,95,76,88,84
E0054,7.34,CSET243,46,51,87,68
E0054,7.34,CSET240,70,70,65,58
E0054,7.34,CSET211,94,60,64,69
E0054,7.34,CSET201,75,80,73,71
E0055,8.14,CSET243,68,40,64,36
E0055,8.14,CSET240,75,85,61,72
E0055,8.14,CSET211,71,86,87,79
E0055,8.14,CSET201,91,78,80,91
E0056,5.92,CSET243,45,27,30,20
E0056,5.92,CSET240,49,50,31,42
E0056,5.92,CSET211,39,55,63,50
E0056,5.92,CSET201,64,52,64,63
E0057,8.89,CSET243,88,83,69,72
E0057,8.89,CSET240,83,65,100,72
E0057,8.89,CSET211,73,97,91,88
E0057,8.89,CSET201,83,100,86,99
E0058,7.67,CSET243,34,42,64,68
E0058,7.67,CSET240,98,72,87,70
E0058,7.67,CSET211,75,93,85,80
E0058,7.67,CSET201,90,92,87,84
E0059,6.31,CSET243,64,71,60,67
E0059,6.31,CSET240,73,87,85,82
E0059,6.31,CSET211,72,100,96,76
E0059,6.31,CSET201,77,81,77,83
E0060,7.39,CSET243,85,38,44,70
E0060,7.39,CSET240,93,53,56,92
E0060,7.39,CSET211,81,100,80,100
E0060,7.39,CSET201,81,91,87,78
E0061,8.22,CSET243,88,54,57,48
E0061,8.22,CSET240,68,75,84,81
E0061,8.22,CSET211,91,86,67,73
E0061,8.22,CSET201,84,98,77,90
E0062,7.84,CSET243,74,79,61,84
E0062,7.84,CSET240,84,73,85,89
E0062,7.84,CSET211,79,74,100,82
E0062,7.84,CSET201,91,93,81,96
E0063,5.2,CSET243,64,35,53,33
E0063,5.2,CSET240,65,71,71,40
E0063,5.2,CSET211,28,54,45,43
E0063,5.2,CSET201,67,55,66,66
E0064,9.0,CSET243,58,100,70,94
E0064,9.0,CSET240,72,95,90,79
E0064,9.0,CSET211,90,100,89,100
E0064,9.0,CSET201,95,94,100,100
E0065,7.85,CSET243,59,60,79,74
E0065,7.85,CSET240,85,70,89,98
E0065,7.85,CSET211,69,61,79,88
E0065,7.85,CSET201,76,83,91,92
E0066,8.84,CSET243,86,60,68,59
E0066,8.84,CSET240,91,80,100,95
E0066,8.84,CSET211,92,87,75,90
E0066,8.84,CSET201,100,86,93,100
E0067,8.66,CSET243,54,40,86,62
E0067,8.66,CSET240,69,85,79,97
E0067,8.66,CSET211,71,95,96,80
E0067,8.66,CSET201,100,96,92,91
E0068,5.01,CSET243,28,21,25,57
E0068,5.01,CSET240,47,58,69,51
E0068,5.01,CSET211,61,45,46,48
E0068,5.01,CSET201,64,72,60,48
E0069,7.44,CSET243,77,46,50,51
E0069,7.44,CSET240,69,54,65,78
E0069,7.44,CSET211,57,66,83,71
E0069,7.44,CSET201,72,89,81,79
E0070,8.33,CSET243,83,71,71,42
E0070,8.33,CSET240,93,61,51,78
E0070,8.33,CSET211,72,65,72,76
E0070,8.33,CSET201,83,91,89,87
E0071,9.08,CSET243,59,67,91,64
E0071,9.08,CSET240,91,100,63,97
E0071,9.08,CSET211,100,91,100,90
E0071,9.08,CSET201,93,100,98,99
E0072,7.62,CSET243,59,68,49,48
E0072,7.62,CSET240,76,65,50,73
E0072,7.62,CSET211,90,91,81,84
E0072,7.62,CSET201,99,95,85,97
E0073,7.78,CSET243,55,92,42,52
E0073,7.78,CSET240,83,100,82,71
E0073,7.78,CSET211,83,93,77,78
E0073,7.78,CSET201,95,95,86,88
E0074,8.23,CSET243,60,52,73,60
E0074,8.23,CSET240,99,79,84,89
E0074,8.23,CSET211,69,84,91,71
E0074,8.23,CSET201,81,84,98,85
E0075,5.4,CSET243,46,91,44,36
E0075,5.4,CSET240,36,52,52,54
E0075,5.4,CSET211,56,52,46,62
E0075,5.4,CSET201,62,66,60,67
E0076,9.33,CSET243,100,74,63,68
E0076,9.33,CSET240,100,81,93,100
E0076,9.33,CSET211,96,100,98,85
E0076,9.33,CSET201,94,95,96,94
E0077,8.92,CSET243,67,99,68,72
E0077,8.92,CSET240,96,82,87,88
E0077,8.92,CSET211,70,98,96,94
E0077,8.92,CSET201,100,92,96,94
E0078,6.87,CSET243,45,99,52,84
E0078,6.87,CSET240,79,86,83,39
E0078,6.87,CSET211,70,69,73,80
E0078,6.87,CSET201,93,71,74,75
E0079,9.12,CSET243,55,100,97,93
E0079,9.12,CSET240,65,80,84,76
E0079,9.12,CSET211,100,92,88,84
E0079,9.12,CSET201,99,100,91,100
E0080,5.85,CSET243,42,28,29,60
E0080,5.85,CSET240,51,26,53,58
E0080,5.85,CSET211,69,45,37,54
E0080,5.85,CSET201,73,65,56,63
E0081,9.02,CSET243,79,89,58,81
E0081,9.02,CSET240,100,76,87,98
E0081,9.02,CSET211,83,76,95,84
E0081,9.02,CSET201,91,100,98,100
E0082,7.91,CSET243,55,42,64,61
E0082,7.91,CSET240,88,56,67,74
E0082,7.91,CSET211,85,81,89,58
E0082,7.91,CSET201,92,82,82,88
E0083,8.03,CSET243,67,70,74,74
E0083,8.03,CSET240,73,73,87,98
E0083,8.03,CSET211,70,89,72,91
E0083,8.03,CSET201,100,86,91,85
E0084,7.63,CSET243,67,70,79,53
E0084,7.63,CSET240,51,69,98,60
E0084,7.63,CSET211,84,76,82,80
E0084,7.63,CSET201,92,94,96,95
E0085,6.02,CSET243,52,25,47,46
E0085,6.02,CSET240,52,41,64,49
E0085,6.02,CSET211,65,39,47,58
E0085,6.02,CSET201,59,55,65,68
E0086,9.1,CSET243,87,68,51,53
E0086,9.1,CSET240,99,90,100,86
E0086,9.1,CSET211,63,95,99,84
E0086,9.1,CSET201,87,93,97,97
E0087,7.04,CSET243,61,26,94,84
E0087,7.04,CSET240,59,55,85,71
E0087,7.04,CSET211,82,81,100,79
E0087,7.04,CSET201,84,96,94,85
E0088,7.99,CSET243,48,55,72,60
E0088,7.99,CSET240,82,79,87,78
E0088,7.99,CSET211,100,83,87,84
E0088,7.99,CSET201,92,88,78,94
E0089,5.9,CSET243,54,41,24,57
E0089,5.9,CSET240,60,58,30,42
E0089,5.9,CSET211,60,53,70,66
E0089,5.9,CSET201,59,79,59,70
E0090,9.08,CSET243,33,76,60,87
E0090,9.08,CSET240,100,98,99,99
E0090,9.08,CSET211,88,92,98,100
E0090,9.08,CSET201,100,100,100,97
E0091,9.17,CSET243,94,78,47,75
E0091,9.17,CSET240,87,75,71,87
E0091,9.17,CSET211,84,88,89,96
E0091,9.17,CSET201,100,93,96,93
E0092,8.94,CSET243,83,79,68,67
E0092,8.94,CSET240,78,86,86,93
E0092,8.94,CSET211,85,100,100,80
E0092,8.94,CSET201,100,100,89,96
E0093,7.82,CSET243,72,70,43,77
E0093,7.82,CSET240,79,79,72,81
E0093,7.82,CSET211,84,63,76,88
E0093,7.82,CSET201,81,87,93,86
E0094,8.63,CSET243,53,54,55,47
E0094,8.63,CSET240,93,87,100,90
E0094,8.63,CSET211,97,76,76,79
E0094,8.63,CSET201,90,85,100,84
E0095,6.37,CSET243,47,20,24,24
E0095,6.37,CSET240,68,40,46,55
E0095,6.37,CSET211,52,43,52,48
E0095,6.37,CSET201,69,58,70,64
E0096,7.67,CSET243,41,68,55,78
E0096,7.67,CSET240,70,84,63,61
E0096,7.67,CSET211,62,78,88,84
E0096,7.67,CSET201,89,100,100,96
E0097,5.84,CSET243,60,54,36,47
E0097,5.84,CSET240,89,57,75,61
E0097,5.84,CSET211,52,52,69,75
E0097,5.84,CSET201,93,74,88,90
E0098,8.7,CSET243,67,76,72,80
E0098,8.7,CSET240,80,64,84,100
E0098,8.7,CSET211,96,79,100,96
E0098,8.7,CSET201,80,83,99,93
E0099,7.66,CSET243,48,59,42,64
E0099,7.66,CSET240,68,97,75,58
E0099,7.66,CSET211,67,65,81,92
E0099,7.66,CSET201,95,91,91,90
E0100,6.89,CSET243,69,46,58,55
E0100,6.89,CSET240,65,54,60,64
E0100,6.89,CSET211,47,73,83,92
E0100,6.89,CSET201,77,96,82,88
E0101,8.04,CSET243,72,83,82,69
E0101,8.04,CSET240,83,99,69,76
E0101,8.04,CSET211,100,80,100,81
E0101,8.04,CSET201,96,83,88,95
E0102,8.82,CSET243,64,73,84,100
E0102,8.82,CSET240,92,100,67,79
E0102,8.82,CSET211,98,82,90,73
E0102,8.82,CSET201,93,100,96,96
E0103,7.86,CSET243,81,84,89,49
E0103,7.86,CSET240,83,79,77,77
E0103,7.86,CSET211,73,88,85,100
E0103,7.86,CSET201,88,84,83,90
E0104,5.38,CSET243,57,41,30,40
E0104,5.38,CSET240,41,43,64,57
E0104,5.38,CSET211,67,46,61,42
E0104,5.38,CSET201,61,59,79,64
E0105,8.61,CSET243,84,56,57,79
E0105,8.61,CSET240,76,81,87,81
E0105,8.61,CSET211,79,83,78,72
E0105,8.61,CSET201,100,69,96,98
E0106,7.65,CSET243,67,57,39,79
E0106,7.65,CSET240,62,52,76,75
E0106,7.65,CSET211,79,72,59,97
E0106,7.65,CSET201,82,87,85,90
E0107,7.83,CSET243,45,48,65,65
E0107,7.83,CSET240,75,70,87,98
E0107,7.83,CSET211,87,52,85,85
E0107,7.83,CSET201,91,100,100,99
E0108,7.99,CSET243,77,39,67,44
E0108,7.99,CSET240,84,68,56,74
E0108,7.99,CSET211,85,89,89,84
E0108,7.99,CSET201,91,85,98,83
E0109,5.85,CSET243,44,33,53,30
E0109,5.85,CSET240,33,61,64,47
E0109,5.85,CSET211,64,64,57,65
E0109,5.85,CSET201,57,68,60,58
E0110,7.68,CSET243,86,36,75,51
E0110,7.68,CSET240,72,61,65,72
E0110,7.68,CSET211,79,77,92,83
E0110,7.68,CSET201,84,87,95,88
E0111,5.04,CSET243,20,20,70,27
E0111,5.04,CSET240,59,46,49,29
E0111,5.04,CSET211,60,54,58,46
E0111,5.04,CSET201,67,64,81,55
E0112,6.49,CSET243,51,67,53,73
E0112,6.49,CSET240,39,66,72,67
E0112,6.49,CSET211,76,65,90,87
E0112,6.49,CSET201,93,90,87,89
E0113,7.06,CSET243,50,69,60,40
E0113,7.06,CSET240,63,73,58,71
E0113,7.06,CSET211,74,62,66,72
E0113,7.06,CSET201,78,70,73,71
E0114,8.15,CSET243,75,88,84,56
E0114,8.15,CSET240,62,87,73,100
E0114,8.15,CSET211,77,83,100,93
E0114,8.15,CSET201,86,97,91,99
E0115,8.62,CSET243,68,53,35,68
E0115,8.62,CSET240,62,86,79,69
E0115,8.62,CSET211,100,100,86,80
E0115,8.62,CSET201,92,89,87,91
E0116,7.78,CSET243,48,39,62,73
E0116,7.78,CSET240,92,47,100,83
E0116,7.78,CSET211,79,84,78,80
E0116,7.78,CSET201,85,88,98,87
E0117,8.18,CSET243,78,69,80,38
E0117,8.18,CSET240,67,80,71,94
E0117,8.18,CSET211,88,97,86,91
E0117,8.18,CSET201,91,90,78,89
E0118,7.87,CSET243,83,53,49,59
E0118,7.87,CSET240,75,91,89,82
E0118,7.87,CSET211,89,57,68,91
E0118,7.87,CSET201,92,93,95,84
E0119,8.27,CSET243,77,79,53,43
E0119,8.27,CSET240,66,38,55,78
E0119,8.27,CSET211,76,89,82,80
E0119,8.27,CSET201,86,83,89,89
E0120,6.43,CSET243,71,61,80,72
E0120,6.43,CSET240,60,71,51,60
E0120,6.43,CSET211,71,53,71,78
E0120,6.43,CSET201,80,73,75,86
E0121,7.89,CSET243,100,75,63,51
E0121,7.89,CSET240,82,84,67,69
E0121,7.89,CSET211,74,73,92,87
E0121,7.89,CSET201,94,100,92,97
E0122,8.65,CSET243,53,98,67,74
E0122,8.65,CSET240,95,85,82,90
E0122,8.65,CSET211,98,91,75,91
E0122,8.65,CSET201,84,100,100,100
E0123,7.89,CSET243,77,62,62,49
E0123,7.89,CSET240,66,74,57,78
E0123,7.89,CSET211,81,79,92,97
E0123,7.89,CSET201,88,96,87,92
E0124,8.01,CSET243,78,58,79,58
E0124,8.01,CSET240,77,49,83,100
E0124,8.01,CSET211,79,73,88,80
E0124,8.01,CSET201,90,93,84,91
E0125,9.09,CSET243,67,72,55,68
E0125,9.09,CSET240,96,76,76,100
E0125,9.09,CSET211,90,81,82,100
E0125,9.09,CSET201,89,100,99,100
E0126,8.53,CSET243,80,66,71,80
E0126,8.53,CSET240,81,94,88,69
E0126,8.53,CSET211,92,84,87,90
E0126,8.53,CSET201,100,90,100,100
E0127,7.82,CSET243,49,67,79,68
E0127,7.82,CSET240,85,76,99,84
E0127,7.82,CSET211,82,84,88,69
E0127,7.82,CSET201,87,80,80,83
E0128,5.56,CSET243,42,36,20,30
E0128,5.56,CSET240,20,48,26,51
E0128,5.56,CSET211,53,55,37,53
E0128,5.56,CSET201,53,58,60,56
E0129,7.69,CSET243,59,72,74,80
E0129,7.69,CSET240,59,83,71,70
E0129,7.69,CSET211,89,72,80,82
E0129,7.69,CSET201,88,100,96,92
E0130,7.74,CSET243,54,68,75,76
E0130,7.74,CSET240,64,78,79,67
E0130,7.74,CSET211,61,81,95,81
E0130,7.74,CSET201,96,80,89,91
E0131,8.01,CSET243,85,51,48,88
E0131,8.01,CSET240,84,94,82,67
E0131,8.01,CSET211,84,89,94,69
E0131,8.01,CSET201,98,81,92,94
E0132,7.78,CSET243,56,78,57,87
E0132,7.78,CSET240,63,72,69,90
E0132,7.78,CSET211,77,72,100,66
E0132,7.78,CSET201,84,94,94,93
E0133,5.76,CSET243,31,20,44,23
E0133,5.76,CSET240,39,40,65,55
E0133,5.76,CSET211,56,58,56,46
E0133,5.76,CSET201,68,68,65,60
E0134,8.43,CSET243,65,81,54,48
E0134,8.43,CSET240,86,72,44,62
E0134,8.43,CSET211,83,72,68,85
E0134,8.43,CSET201,93,92,97,86
E0135,7.94,CSET243,78,30,56,66
E0135,7.94,CSET240,55,99,77,100
E0135,7.94,CSET211,81,86,73,84
E0135,7.94,CSET201,90,84,90,84
E0136,5.56,CSET243,23,28,62,44
E0136,5.56,CSET240,42,33,51,54
E0136,5.56,CSET211,71,53,39,47
E0136,5.56,CSET201,58,70,50,65
E0137,4.63,CSET243,60,40,46,28
E0137,4.63,CSET240,75,26,60,53
E0137,4.63,CSET211,62,49,41,40
E0137,4.63,CSET201,57,72,60,64
E0138,6.13,CSET243,48,58,47,32
E0138,6.13,CSET240,72,57,71,71
E0138,6.13,CSET211,84,54,70,90
E0138,6.13,CSET201,95,93,90,86
E0139,7.1,CSET243,24,44,56,66
E0139,7.1,CSET240,73,71,92,76
E0139,7.1,CSET211,75,77,69,77
E0139,7.1,CSET201,100,100,89,96
E0140,7.78,CSET243,68,73,63,57
E0140,7.78,CSET240,78,75,82,84
E0140,7.78,CSET211,75,92,73,71
E0140,7.78,CSET201,94,98,98,86
E0141,8.81,CSET243,100,67,69,76
E0141,8.81,CSET240,92,75,68,100
E0141,8.81,CSET211,89,90,76,89
E0141,8.81,CSET201,89,100,100,100
E0142,9.28,CSET243,75,82,76,65
E0142,9.28,CSET240,88,95,76,89
E0142,9.28,CSET211,81,81,86,100
E0142,9.28,CSET201,96,87,97,100
E0143,7.47,CSET243,38,63,76,54
E0143,7.47,CSET240,65,61,80,100
E0143,7.47,CSET211,72,88,78,73
E0143,7.47,CSET201,84,94,97,96
E0144,8.24,CSET243,74,77,98,67
E0144,8.24,CSET240,86,63,73,69
E0144,8.24,CSET211,67,75,88,61
E0144,8.24,CSET201,97,86,92,84
E0145,7.25,CSET243,66,42,56,67
E0145,7.25,CSET240,77,66,56,81
E0145,7.25,CSET211,71,72,71,96
E0145,7.25,CSET201,90,78,82,87
E0146,5.31,CSET243,20,48,38,67
E0146,5.31,CSET240,32,53,60,60
E0146,5.31,CSET211,66,44,52,54
E0146,5.31,CSET201,72,65,62,60
E0147,7.65,CSET243,72,47,63,65
E0147,7.65,CSET240,63,78,68,88
E0147,7.65,CSET211,76,100,90,83
E0147,7.65,CSET201,87,83,95,91
E0148,8.26,CSET243,60,63,49,69
E0148,8.26,CSET240,63,77,85,70
E0148,8.26,CSET211,81,89,81,93
E0148,8.26,CSET201,87,93,100,88
E0149,8.4,CSET243,28,47,64,68
E0149,8.4,CSET240,100,76,87,71
E0149,8.4,CSET211,85,67,83,84
E0149,8.4,CSET201,100,90,84,93
E0150,7.97,CSET243,70,77,82,52
E0150,7.97,CSET240,66,80,80,86
E0150,7.97,CSET211,93,66,85,79
E0150,7.97,CSET201,86,92,85,86
E0151,9.41,CSET243,84,81,73,70
E0151,9.41,CSET240,81,100,82,80
E0151,9.41,CSET211,100,100,94,87
E0151,9.41,CSET201,100,98,100,100
E0152,8.4,CSET243,67,56,59,62
E0152,8.4,CSET240,79,67,69,90
E0152,8.4,CSET211,76,98,68,86
E0152,8.4,CSET201,86,94,84,84
E0153,7.72,CSET243,39,62,38,57
E0153,7.72,CSET240,79,78,69,90
E0153,7.72,CSET211,70,76,91,91
E0153,7.72,CSET201,97,92,96,89
E0154,5.39,CSET243,28,49,63,20
E0154,5.39,CSET240,48,43,53,50
E0154,5.39,CSET211,53,50,71,68
E0154,5.39,CSET201,65,76,56,59
E0155,8.77,CSET243,53,88,77,79
E0155,8.77,CSET240,92,100,90,100
E0155,8.77,CSET211,100,84,98,100
E0155,8.77,CSET201,96,100,97,100
E0156,7.88,CSET243,62,84,56,53
E0156,7.88,CSET240,84,70,74,77
E0156,7.88,CSET211,69,84,88,80
E0156,7.88,CSET201,100,81,96,93
E0157,6.82,CSET243,35,70,41,42
E0157,6.82,CSET240,96,62,77,75
E0157,6.82,CSET211,77,88,76,82
E0157,6.82,CSET201,97,86,83,87
E0158,9.3,CSET243,81,72,71,56
E0158,9.3,CSET240,83,88,56,81
E0158,9.3,CSET211,91,76,86,92
E0158,9.3,CSET201,95,95,100,100
E0159,8.31,CSET243,60,75,58,55
E0159,8.31,CSET240,87,70,66,92
E0159,8.31,CSET211,82,81,80,75
E0159,8.31,CSET201,77,84,86,88
E0160,9.35,CSET243,100,58,77,86
E0160,9.35,CSET240,78,82,76,94
E0160,9.35,CSET211,94,83,93,94
E0160,9.35,CSET201,99,100,92,99
E0161,6.53,CSET243,53,64,48,42
E0161,6.53,CSET240,73,57,64,63
E0161,6.53,CSET211,82,96,92,71
E0161,6.53,CSET201,87,94,74,85
E0162,7.73,CSET243,65,51,83,52
E0162,7.73,CSET240,74,78,93,87
E0162,7.73,CSET211,100,84,87,82
E0162,7.73,CSET201,84,98,100,90
E0163,7.61,CSET243,98,46,64,65
E0163,7.61,CSET240,66,87,47,88
E0163,7.61,CSET211,74,65,81,65
E0163,7.61,CSET201,90,80,80,92
E0164,8.0,CSET243,70,72,76,54
E0164,8.0,CSET240,85,84,58,92
E0164,8.0,CSET211,82,75,82,68
E0164,8.0,CSET201,90,94,89,86
E0165,8.96,CSET243,77,56,61,65
E0165,8.96,CSET240,78,78,84,74
E0165,8.96,CSET211,70,76,83,83
E0165,8.96,CSET201,99,95,91,86
E0166,7.56,CSET243,47,38,70,71
E0166,7.56,CSET240,72,85,81,69
