studentId,courseId,month,attendancePercent
E0023,CSET243,2024-09,92.6
E0023,MATH201,2024-12,81.3
E0023,MATH201,2024-08,86.9
E0023,MATH201,2024-10,80.8
E0023,MATH201,2024-11,83.3
E0023,MATH201,2024-03,63.3
E0023,MATH201,2024-02,77.0
E0023,MATH201,2024-07,82.7
E0023,CSET211,2024-05,68.7
E0023,CSET211,2024-10,66.0
E0023,CSET211,2024-06,84.8
E0023,CSET211,2024-02,64.8
E0023,CSET211,2024-11,91.8
E0023,CSET211,2024-03,79.7
E0023,CSET211,2024-12,73.1
E0023,CSET211,2024-07,65.7
E0023,CSET211,2024-04,89.8
E0023,CSET211,2024-08,64.0
E0025,CSET243,2024-05,94.3
E0025,CSET243,2024-01,83.0
E0025,CSET243,2024-12,89.2
E0025,CSET243,2024-07,67.9
E0025,CSET243,2024-02,98.5
E0025,CSET243,2024-10,97.8
E0025,CSET240,2024-03,84.0
E0025,CSET240,2024-09,74.3
E0025,CSET240,2024-06,74.1
E0025,CSET240,2024-11,87.0
E0025,CSET240,2024-08,84.7
E0025,CSET240,2024-05,62.9
E0025,CSET240,2024-01,76.1
E0025,CSET240,2024-10,62.8
E0025,CSET211,2024-12,68.8
E0025,CSET211,2024-01,77.0
E0025,CSET211,2024-09,82.4
E0025,CSET211,2024-03,77.4
E0025,CSET211,2024-02,79.8
E0025,CSET211,2024-07,80.2
E0025,CSET211,2024-05,79.3
E0025,CSET201,2024-08,92.6
E0025,CSET201,2024-05,85.2
E0025,CSET201,2024-03,78.3
E0025,CSET201,2024-01,79.1
E0025,CSET201,2024-07,68.8
E0025,CSET201,2024-12,84.7
E0028,CSET211,2024-04,75.7
E0028,CSET211,2024-03,93.7
E0028,CSET211,2024-08,65.2
E0028,CSET211,2024-07,67.5
E0028,CSET211,2024-12,61.1
E0028,CSET211,2024-02,69.6
E0028,CSET211,2024-09,63.8
E0028,MATH201,2024-12,65.3
E0028,MATH201,2024-03,60.5
E0028,MATH201,2024-11,90.8
E0028,MATH201,2024-09,85.3
E0028,MATH201,2024-05,70.4
E0028,MATH201,2024-08,80.8
E0028,MATH201,2024-02,96.4
E0028,MATH201,2024-04,71.2
E0028,CHEM101,2024-10,61.3
E0028,CHEM101,2024-07,90.5
E0028,CHEM101,2024-03,92.3
E0028,CHEM101,2024-04,74.9
E0028,CHEM101,2024-06,75.1
E0028,CHEM101,2024-01,70.3
E0034,CSET243,2024-06,63.9
E0034,CSET243,2024-02,73.9
E0034,CSET243,2024-07,60.1
E0034,CSET243,2024-05,66.2
E0034,CSET243,2024-12,81.0
E0034,CSET243,2024-01,92.0
E0034,CSET243,2024-09,74.8
E0034,CSET243,2024-08,89.6
E0034,CSET243,2024-11,88.2
E0034,CHEM101,2024-07,72.6
E0034,CHEM101,2024-03,68.2
E0034,CHEM101,2024-10,81.4
E0034,CHEM101,2024-05,84.3
E0034,CHEM101,2024-09,82.9
E0034,CHEM101,2024-04,75.7
E0034,CSET240,2024-04,96.5
E0034,CSET240,2024-12,67.9
E0034,CSET240,2024-02,67.0
E0034,CSET240,2024-10,91.2
E0034,CSET240,2024-08,96.3
E0034,CSET240,2024-03,78.0
E0034,CSET240,2024-11,96.3
E0034,CSET240,2024-01,80.8
E0034,CSET240,2024-07,93.1
E0034,ENG101,2024-07,71.8
E0034,ENG101,2024-08,62.7
E0034,ENG101,2024-06,72.0
E0034,ENG101,2024-03,64.2
E0034,ENG101,2024-11,81.0
E0034,ENG101,2024-09,76.3
E0034,ENG101,2024-02,69.1
E0034,ENG101,2024-10,97.7
E0034,ENG101,2024-05,72.4
E0098,CSET243,2024-05,60.2
E0098,CSET243,2024-11,91.2
E0098,CSET243,2024-09,95.6
E0098,CSET243,2024-02,90.1
E0098,CSET243,2024-08,90.9
E0098,CSET243,2024-10,73.4
E0098,CSET243,2024-04,85.7
E0098,CSET243,2024-01,87.8
E0098,CSET243,2024-03,99.2
E0098,CSET211,2024-09,80.5
E0098,CSET211,2024-03,65.0
E0098,CSET211,2024-07,81.6
E0098,CSET211,2024-11,87.6
E0098,CSET211,2024-04,76.4
E0098,CSET211,2024-12,64.1
E0098,CSET211,2024-05,95.2
E0098,CSET201,2024-07,81.2
E0098,CSET201,2024-03,95.3
E0098,CSET201,2024-06,67.4
E0098,CSET201,2024-08,61.9
E0098,CSET201,2024-11,77.9
E0098,CSET201,2024-10,79.7
E0098,CSET201,2024-09,90.9
E0098,ENG101,2024-01,64.9
E0098,ENG101,2024-09,93.8
E0098,ENG101,2024-12,78.7
E0098,ENG101,2024-11,77.1
E0098,ENG101,2024-04,79.1
E0098,ENG101,2024-03,94.1
E0098,ENG101,2024-07,76.9
E0098,ENG101,2024-02,75.3
E0098,ENG101,2024-06,89.0
E0098,ENG101,2024-10,71.2
E0113,MATH201,2024-06,98.1
E0113,MATH201,2024-04,72.1
E0113,MATH201,2024-07,73.6
E0113,MATH201,2024-01,67.8
E0113,MATH201,2024-02,75.4
E0113,MATH201,2024-03,72.5
E0113,MATH201,2024-08,94.1
E0113,MATH201,2024-05,80.8
E0113,MATH201,2024-10,66.9
E0113,MATH201,2024-12,84.7
E0113,CSET243,2024-10,86.7
E0113,CSET243,2024-05,87.3
E0113,CSET243,2024-08,67.7
E0113,CSET243,2024-12,60.6
E0113,CSET243,2024-03,77.8
E0113,CSET243,2024-09,61.4
E0113,CSET243,2024-04,82.8
E0113,CSET201,2024-09,91.8
E0113,CSET201,2024-10,80.7
E0113,CSET201,2024-03,80.7
E0113,CSET201,2024-11,84.1
E0113,CSET201,2024-01,91.4
E0113,CSET201,2024-07,68.6
E0113,CSET201,2024-02,81.7
E0113,CSET201,2024-04,94.9
E0261,CSET243,2024-05,70.4
E0261,CSET243,2024-03,64.9
E0261,CSET243,2024-12,63.1
E0261,CSET243,2024-07,69.1
E0261,CSET243,2024-08,87.6
E0261,CSET243,2024-04,77.3
E0261,CSET243,2024-02,99.4
E0261,CSET243,2024-06,88.3
E0261,CSET243,2024-10,81.9
E0261,CSET243,2024-11,87.9
E0261,CSET240,2024-01,78.8
E0261,CSET240,2024-10,88.9
E0261,CSET240,2024-09,99.1
E0261,CSET240,2024-05,73.9
E0261,CSET240,2024-08,76.6
E0261,CSET240,2024-02,97.5
E0261,ENG101,2024-12,85.4
E0261,ENG101,2024-05,73.1
E0261,ENG101,2024-10,99.9
E0261,ENG101,2024-04,95.1
E0261,ENG101,2024-07,94.8
E0261,ENG101,2024-02,91.2
E0261,ENG101,2024-01,69.7
E0261,ENG101,2024-06,70.6
E0261,MATH201,2024-12,86.7
E0261,MATH201,2024-01,60.3
E0261,MATH201,2024-03,78.0
E0261,MATH201,2024-11,87.5
E0261,MATH201,2024-04,83.1
E0261,MATH201,2024-08,92.8
E0261,MATH201,2024-06,80.3
E0261,MATH201,2024-10,67.6
E0261,MATH201,2024-02,99.1
E0294,CSET243,2024-07,86.1
E0294,CSET243,2024-10,72.3
E0294,CSET243,2024-11,83.8
E0294,CSET243,2024-12,99.2
E0294,CSET243,2024-09,72.2
E0294,CSET243,2024-08,74.2
E0294,CSET201,2024-10,93.7
E0294,CSET201,2024-05,94.2
E0294,CSET201,2024-11,75.1
E0294,CSET201,2024-12,97.9
E0294,CSET201,2024-06,81.6
E0294,CSET201,2024-04,88.6
E0294,CSET201,2024-07,67.2
E0294,CSET201,2024-02,78.2
E0294,CSET201,2024-09,69.7
E0294,CSET201,2024-01,78.5
E0294,CSET240,2024-08,78.3
E0294,CSET240,2024-09,66.4
E0294,CSET240,2024-04,92.2
E0294,CSET240,2024-01,76.1
E0294,CSET240,2024-11,64.1
E0294,CSET240,2024-05,84.8
E0294,CSET240,2024-07,94.0
E0294,CSET240,2024-10,93.2
E0295,ENG101,2024-05,72.0
E0295,ENG101,2024-04,75.6
E0295,ENG101,2024-01,62.5
E0295,ENG101,2024-11,97.7
E0295,ENG101,2024-09,76.0
E0295,ENG101,2024-06,94.3
E0295,CSET211,2024-07,93.3
E0295,CSET211,2024-01,90.3
E0295,CSET211,2024-11,82.7
E0295,CSET211,2024-09,78.7
E0295,CSET211,2024-03,71.8
E0295,CSET211,2024-08,65.9
E0295,CSET211,2024-12,79.0
E0295,CSET211,2024-02,65.5
E0295,CSET211,2024-10,90.4
E0295,CSET211,2024-04,60.6
E0295,MATH201,2024-12,69.7
E0295,MATH201,2024-09,73.0
E0295,MATH201,2024-04,78.4
E0295,MATH201,2024-05,81.1
E0295,MATH201,2024-11,79.5
E0295,MATH201,2024-02,72.1
E0295,MATH201,2024-10,67.7
E0295,MATH201,2024-01,79.6
E0295,MATH201,2024-08,88.5
E0295,CSET201,2024-12,60.8
E0295,CSET201,2024-09,98.1
E0295,CSET201,2024-02,96.2
E0295,CSET201,2024-01,80.7
E0295,CSET201,2024-07,92.2
E0295,CSET201,2024-03,98.1
E0295,CSET201,2024-08,81.1
E0359,CHEM101,2024-05,94.8
E0359,CHEM101,2024-07,62.5
E0359,CHEM101,2024-01,94.8
E0359,CHEM101,2024-09,65.9
E0359,CHEM101,2024-02,83.2
E0359,CHEM101,2024-06,88.9
E0359,CHEM101,2024-10,86.8
E0359,CHEM101,2024-08,75.1
E0359,CHEM101,2024-11,67.5
E0359,CHEM101,2024-03,91.7
E0359,MATH201,2024-06,62.4
E0359,MATH201,2024-11,72.8
E0359,MATH201,2024-02,60.1
E0359,MATH201,2024-07,88.9
E0359,MATH201,2024-01,82.6
E0359,MATH201,2024-05,70.7
E0359,MATH201,2024-10,96.7
E0359,MATH201,2024-03,78.1
E0359,MATH201,2024-08,67.2
E0359,CSET201,2024-11,71.8
E0359,CSET201,2024-07,96.7
E0359,CSET201,2024-05,99.3
E0359,CSET201,2024-06,60.0
E0359,CSET201,2024-01,98.5
E0359,CSET201,2024-04,68.4
E0359,CSET201,2024-12,73.2
E0359,CSET201,2024-03,72.5
E0397,CSET240,2024-12,75.9
E0397,CSET240,2024-05,64.5
E0397,CSET240,2024-10,73.0
E0397,CSET240,2024-03,86.5
E0397,CSET240,2024-04,99.4
E0397,CSET240,2024-06,94.0
E0397,CSET201,2024-07,92.5
E0397,CSET201,2024-11,73.9
E0397,CSET201,2024-01,71.8
E0397,CSET201,2024-06,91.7
E0397,CSET201,2024-08,96.1
E0397,CSET201,2024-09,98.6
E0397,CSET201,2024-12,61.7
E0397,CSET201,2024-03,72.6
E0397,CHEM101,2024-04,91.5
E0397,CHEM101,2024-08,75.1
E0397,CHEM101,2024-12,66.6
E0397,CHEM101,2024-01,68.7
E0397,CHEM101,2024-06,77.6
E0397,CHEM101,2024-05,89.2
E0397,CHEM101,2024-10,92.7
E0415,CSET201,2024-09,68.7
E0415,CSET201,2024-03,63.6
E0415,CSET201,2024-02,88.7
E0415,CSET201,2024-12,70.4
E0415,CSET201,2024-01,62.6
E0415,CSET201,2024-04,71.3
E0415,CSET201,2024-10,89.2
E0415,CHEM101,2024-07,87.8
E0415,CHEM101,2024-04,90.4
E0415,CHEM101,2024-12,78.6
E0415,CHEM101,2024-06,62.5
E0415,CHEM101,2024-10,82.2
E0415,CHEM101,2024-08,86.4
E0415,CHEM101,2024-02,96.3
E0415,CHEM101,2024-03,86.6
E0415,CHEM101,2024-11,68.9
E0415,CSET211,2024-05,87.0
E0415,CSET211,2024-09,92.0
E0415,CSET211,2024-11,90.5
E0415,CSET211,2024-08,99.1
E0415,CSET211,2024-10,99.4
E0415,CSET211,2024-06,88.5
E0415,CSET211,2024-02,65.8
E0415,CSET211,2024-07,96.1
E0415,CSET240,2024-09,98.9
E0415,CSET240,2024-08,92.0
E0415,CSET240,2024-10,77.9
E0415,CSET240,2024-04,97.2
E0415,CSET240,2024-06,85.3
E0415,CSET240,2024-01,97.5
E0415,CSET240,2024-05,62.5
E0415,CSET240,2024-12,91.9
E0415,CSET240,2024-07,78.1
E0415,CSET240,2024-02,92.4
E0420,PHY101,2024-11,99.9
E0420,PHY101,2024-12,60.7
E0420,PHY101,2024-02,91.0
E0420,PHY101,2024-01,65.1
E0420,PHY101,2024-06,73.3
E0420,PHY101,2024-04,77.3
E0420,CSET211,2024-06,67.4
E0420,CSET211,2024-05,86.7
E0420,CSET211,2024-03,69.9
E0420,CSET211,2024-02,60.4
E0420,CSET211,2024-11,98.9
E0420,CSET211,2024-04,91.8
E0420,CSET201,2024-09,65.9
E0420,CSET201,2024-01,65.6
E0420,CSET201,2024-11,60.3
E0420,CSET201,2024-12,70.9
E0420,CSET201,2024-04,64.8
E0420,CSET201,2024-05,88.3
E0422,MATH201,2024-02,74.9
E0422,MATH201,2024-10,92.3
E0422,MATH201,2024-04,75.6
E0422,MATH201,2024-05,98.6
E0422,MATH201,2024-01,69.6
E0422,MATH201,2024-11,65.0
E0422,MATH201,2024-03,100.0
E0422,MATH201,2024-12,71.6
E0422,MATH201,2024-08,70.7
E0422,MATH201,2024-09,90.6
E0422,CSET243,2024-12,78.8
E0422,CSET243,2024-01,97.3
E0422,CSET243,2024-07,99.9
E0422,CSET243,2024-11,92.0
E0422,CSET243,2024-06,71.2
E0422,CSET243,2024-04,86.2
E0422,CSET211,2024-01,75.9
E0422,CSET211,2024-03,77.4
E0422,CSET211,2024-02,89.6
E0422,CSET211,2024-12,82.4
E0422,CSET211,2024-09,77.3
E0422,CSET211,2024-06,71.4
E0422,CSET211,2024-08,78.6
E0422,CSET211,2024-05,90.1
E0422,CSET211,2024-11,69.6
E0422,ENG101,2024-01,95.8
E0422,ENG101,2024-06,83.7
E0422,ENG101,2024-07,71.0
E0422,ENG101,2024-05,77.5
E0422,ENG101,2024-08,65.6
E0422,ENG101,2024-04,78.2
E0422,ENG101,2024-12,87.3
E0426,PHY101,2024-02,99.4
E0426,PHY101,2024-04,73.2
E0426,PHY101,2024-12,61.6
E0426,PHY101,2024-05,86.2
E0426,PHY101,2024-08,75.6
E0426,PHY101,2024-06,71.5
E0426,PHY101,2024-09,97.5
E0426,PHY101,2024-07,73.4
E0426,ENG101,2024-06,73.8
E0426,ENG101,2024-02,98.9
E0426,ENG101,2024-05,77.6
E0426,ENG101,2024-04,68.9
E0426,ENG101,2024-10,80.6
E0426,ENG101,2024-09,73.6
E0426,ENG101,2024-03,72.8
E0426,ENG101,2024-01,97.9
E0426,CHEM101,2024-01,65.3
E0426,CHEM101,2024-07,75.3
E0426,CHEM101,2024-02,73.7
E0426,CHEM101,2024-06,82.5
E0426,CHEM101,2024-04,95.4
E0426,CHEM101,2024-09,81.3
E0426,CHEM101,2024-05,68.5
E0426,CHEM101,2024-10,75.3
E0444,MATH201,2024-05,83.2
E0444,MATH201,2024-09,68.7
E0444,MATH201,2024-08,79.7
E0444,MATH201,2024-11,88.6
E0444,MATH201,2024-12,94.8
E0444,MATH201,2024-04,65.0
E0444,MATH201,2024-01,64.8
E0444,MATH201,2024-07,89.5
E0444,CSET243,2024-06,73.4
E0444,CSET243,2024-11,62.3
E0444,CSET243,2024-12,91.7
E0444,CSET243,2024-09,73.8
E0444,CSET243,2024-03,85.2
E0444,CSET243,2024-08,75.0
E0444,CSET211,2024-11,89.0
E0444,CSET211,2024-09,96.0
E0444,CSET211,2024-08,75.9
E0444,CSET211,2024-07,72.5
E0444,CSET211,2024-04,62.4
E0444,CSET211,2024-10,70.5
E0444,CSET211,2024-05,81.1
E0444,CSET211,2024-02,70.1
E0444,CSET201,2024-04,96.3
E0444,CSET201,2024-11,71.9
E0444,CSET201,2024-12,71.8
E0444,CSET201,2024-02,92.7
E0444,CSET201,2024-10,99.3
E0444,CSET201,2024-08,99.5
E0444,CSET201,2024-01,63.6
E0469,MATH201,2024-11,64.4
E0469,MATH201,2024-01,60.4
E0469,MATH201,2024-02,94.7
E0469,MATH201,2024-05,87.6
E0469,MATH201,2024-12,98.2
E0469,MATH201,2024-10,76.0
E0469,MATH201,2024-06,77.6
E0469,MATH201,2024-09,72.6
E0469,MATH201,2024-07,97.4
E0469,PHY101,2024-05,82.9
E0469,PHY101,2024-09,60.0
E0469,PHY101,2024-02,79.3
E0469,PHY101,2024-12,60.0
E0469,PHY101,2024-11,75.2
E0469,PHY101,2024-01,77.9
E0469,PHY101,2024-04,88.3
E0469,PHY101,2024-06,60.8
E0469,CSET211,2024-06,97.3
E0469,CSET211,2024-12,98.9
E0469,CSET211,2024-01,61.3
E0469,CSET211,2024-05,78.2
E0469,CSET211,2024-09,89.6
E0469,CSET211,2024-02,84.6
E0469,CSET201,2024-01,67.3
E0469,CSET201,2024-08,95.1
E0469,CSET201,2024-09,98.1
E0469,CSET201,2024-07,96.3
E0469,CSET201,2024-11,92.8
E0469,CSET201,2024-06,82.7
E0469,CSET201,2024-05,98.1
E0469,CSET201,2024-03,62.8
E0469,CSET201,2024-04,67.4
E0472,CSET201,2024-11,65.6
E0472,CSET201,2024-03,98.8
E0472,CSET201,2024-02,65.9
E0472,CSET201,2024-07,90.6
E0472,CSET201,2024-05,64.8
E0472,CSET201,2024-09,69.2
E0472,PHY101,2024-02,97.2
E0472,PHY101,2024-06,91.2
E0472,PHY101,2024-05,70.1
E0472,PHY101,2024-08,66.1
E0472,PHY101,2024-01,81.1
E0472,PHY101,2024-03,92.0
E0472,PHY101,2024-12,92.8
E0472,PHY101,2024-11,70.1
E0472,PHY101,2024-07,90.5
E0472,PHY101,2024-09,83.0
E0472,ENG101,2024-01,63.9
E0472,ENG101,2024-10,79.9
E0472,ENG101,2024-12,82.6
E0472,ENG101,2024-05,70.0
E0472,ENG101,2024-02,85.6
E0472,ENG101,2024-07,99.1
E0472,ENG101,2024-06,74.8
E0472,ENG101,2024-09,75.2
E0472,ENG101,2024-11,68.5
E0477,CSET243,2024-10,64.2
E0477,CSET243,2024-07,97.7
E0477,CSET243,2024-12,68.9
E0477,CSET243,2024-03,96.2
E0477,CSET243,2024-01,64.5
E0477,CSET243,2024-06,76.2
E0477,CSET243,2024-02,99.5
E0477,CSET243,2024-04,94.3
E0477,CSET243,2024-05,77.1
E0477,CSET243,2024-11,77.7
E0477,CSET211,2024-11,66.0
E0477,CSET211,2024-09,89.0
E0477,CSET211,2024-05,86.7
E0477,CSET211,2024-03,96.8
E0477,CSET211,2024-04,92.1
E0477,CSET211,2024-02,94.7
E0477,CSET211,2024-08,66.0
E0477,PHY101,2024-07,60.9
E0477,PHY101,2024-09,84.4
E0477,PHY101,2024-08,60.9
E0477,PHY101,2024-10,90.5
E0477,PHY101,2024-06,99.2
E0477,PHY101,2024-01,90.4
E0477,PHY101,2024-03,60.7
E0477,PHY101,2024-11,74.5
E0477,CSET240,2024-07,75.4
E0477,CSET240,2024-10,86.3
E0477,CSET240,2024-02,90.6
E0477,CSET240,2024-04,86.4
E0477,CSET240,2024-08,80.1
E0477,CSET240,2024-12,94.5
E0477,CSET240,2024-03,73.6
E0546,MATH201,2024-12,68.4
E0546,MATH201,2024-06,74.2
E0546,MATH201,2024-07,82.3
E0546,MATH201,2024-03,91.9
E0546,MATH201,2024-11,95.6
E0546,MATH201,2024-02,88.3
E0546,CSET201,2024-06,76.8
E0546,CSET201,2024-03,68.9
E0546,CSET201,2024-10,64.8
E0546,CSET201,2024-05,72.3
E0546,CSET201,2024-04,73.2
E0546,CSET201,2024-01,98.7
E0546,CSET201,2024-09,70.8
E0546,CHEM101,2024-06,96.4
E0546,CHEM101,2024-02,77.1
E0546,CHEM101,2024-12,96.4
E0546,CHEM101,2024-08,63.8
E0546,CHEM101,2024-04,64.5
E0546,CHEM101,2024-07,96.2
E0546,CHEM101,2024-11,68.6
E0546,CHEM101,2024-01,97.7
E0550,ENG101,2024-04,60.9
E0550,ENG101,2024-02,87.8
E0550,ENG101,2024-07,91.4
E0550,ENG101,2024-11,62.9
E0550,ENG101,2024-09,86.7
E0550,ENG101,2024-06,84.0
E0550,CSET240,2024-10,68.4
E0550,CSET240,2024-05,92.4
E0550,CSET240,2024-02,69.5
E0550,CSET240,2024-12,77.1
E0550,CSET240,2024-08,63.8
E0550,CSET240,2024-07,94.0
E0550,CSET240,2024-11,61.5
E0550,CSET240,2024-03,80.2
E0550,CSET240,2024-01,82.2
E0550,PHY101,2024-07,82.4
E0550,PHY101,2024-08,73.9
E0550,PHY101,2024-01,88.4
E0550,PHY101,2024-11,83.4
E0550,PHY101,2024-02,71.9
E0550,PHY101,2024-05,98.2
E0550,PHY101,2024-10,84.8
E0550,PHY101,2024-04,83.1
E0550,PHY101,2024-06,67.0
E0550,CSET211,2024-05,63.6
E0550,CSET211,2024-03,96.3
E0550,CSET211,2024-01,94.9
E0550,CSET211,2024-08,97.1
E0550,CSET211,2024-12,71.1
E0550,CSET211,2024-06,71.3
E0555,MATH201,2024-12,93.7
E0555,MATH201,2024-02,83.3
E0555,MATH201,2024-03,95.4
E0555,MATH201,2024-05,77.7
E0555,MATH201,2024-07,64.2
E0555,MATH201,2024-11,94.0
E0555,MATH201,2024-09,63.4
E0555,MATH201,2024-10,83.9
E0555,MATH201,2024-04,92.0
E0555,MATH201,2024-01,89.2
E0555,CSET240,2024-05,93.1
E0555,CSET240,2024-06,66.3
E0555,CSET240,2024-03,93.2
E0555,CSET240,2024-02,91.7
E0555,CSET240,2024-01,97.8
E0555,CSET240,2024-12,92.0
E0555,CSET240,2024-11,93.4
E0555,CSET240,2024-09,62.8
E0555,CSET240,2024-10,63.1
E0555,CSET240,2024-07,83.2
E0555,CHEM101,2024-11,70.9
E0555,CHEM101,2024-12,81.3
E0555,CHEM101,2024-05,68.4
E0555,CHEM101,2024-10,86.7
E0555,CHEM101,2024-07,87.2
E0555,CHEM101,2024-02,90.8
E0555,CHEM101,2024-01,99.5
E0555,CHEM101,2024-03,97.7
E0560,ENG101,2024-12,63.1
E0560,ENG101,2024-10,64.3
E0560,ENG101,2024-07,69.6
E0560,ENG101,2024-06,79.3
E0560,ENG101,2024-04,65.5
E0560,ENG101,2024-02,87.5
E0560,PHY101,2024-05,66.8
E0560,PHY101,2024-02,99.3
E0560,PHY101,2024-11,95.5
E0560,PHY101,2024-12,85.2
E0560,PHY101,2024-03,67.0
E0560,PHY101,2024-08,78.9
E0560,PHY101,2024-04,73.0
E0560,PHY101,2024-10,84.5
E0560,PHY101,2024-01,71.2
E0560,CSET201,2024-03,64.1
E0560,CSET201,2024-04,94.7
E0560,CSET201,2024-09,95.6
E0560,CSET201,2024-05,89.0
E0560,CSET201,2024-11,64.1
E0560,CSET201,2024-07,87.7
E0565,PHY101,2024-06,66.2
E0565,PHY101,2024-03,80.3
E0565,PHY101,2024-02,64.5
E0565,PHY101,2024-12,98.6
E0565,PHY101,2024-09,70.5
E0565,PHY101,2024-04,99.8
E0565,PHY101,2024-07,72.2
E0565,PHY101,2024-10,62.1
E0565,PHY101,2024-05,66.3
E0565,CSET201,2024-03,80.5
E0565,CSET201,2024-06,82.3
E0565,CSET201,2024-02,70.7
E0565,CSET201,2024-08,96.4
E0565,CSET201,2024-04,98.9
E0565,CSET201,2024-07,98.2
E0565,CSET201,2024-10,85.1
E0565,ENG101,2024-04,95.1
E0565,ENG101,2024-11,80.1
E0565,ENG101,2024-02,71.8
E0565,ENG101,2024-12,62.5
E0565,ENG101,2024-01,90.2
E0565,ENG101,2024-10,66.3
E0565,ENG101,2024-07,84.4
E0565,ENG101,2024-05,71.1
E0565,ENG101,2024-06,97.6
E0565,ENG101,2024-09,92.9
E0565,CHEM101,2024-04,92.9
E0565,CHEM101,2024-03,82.9
E0565,CHEM101,2024-08,74.0
E0565,CHEM101,2024-10,97.3
E0565,CHEM101,2024-06,60.0
E0565,CHEM101,2024-02,91.7
E0565,CHEM101,2024-01,73.2
E0565,CHEM101,2024-09,79.0
E0565,CHEM101,2024-07,76.5
E0565,CHEM101,2024-05,80.4
E0585,CSET240,2024-10,78.7
E0585,CSET240,2024-06,85.3
E0585,CSET240,2024-11,68.7
E0585,CSET240,2024-09,93.5
E0585,CSET240,2024-08,67.3
E0585,CSET240,2024-04,89.9
E0585,CSET240,2024-02,82.1
E0585,CSET240,2024-01,84.1
E0585,CSET240,2024-03,81.5
E0585,PHY101,2024-02,62.4
E0585,PHY101,2024-10,67.7
E0585,PHY101,2024-01,78.5
E0585,PHY101,2024-08,91.7
E0585,PHY101,2024-07,93.4
E0585,PHY101,2024-04,94.5
E0585,PHY101,2024-09,94.3
E0585,PHY101,2024-03,93.5
E0585,PHY101,2024-06,77.6
E0585,ENG101,2024-03,81.2
E0585,ENG101,2024-10,73.1
E0585,ENG101,2024-12,87.4
E0585,ENG101,2024-07,74.8
E0585,ENG101,2024-04,76.3
E0585,ENG101,2024-08,65.4
E0585,ENG101,2024-01,80.8
E0585,ENG101,2024-05,75.8
E0592,ENG101,2024-03,74.1
E0592,ENG101,2024-04,97.5
E0592,ENG101,2024-06,71.4
E0592,ENG101,2024-11,88.9
E0592,ENG101,2024-01,72.4
E0592,ENG101,2024-12,79.3
E0592,MATH201,2024-06,68.1
E0592,MATH201,2024-12,89.8
E0592,MATH201,2024-01,70.7
E0592,MATH201,2024-03,62.5
E0592,MATH201,2024-08,95.8
E0592,MATH201,2024-05,95.0
E0592,CSET240,2024-11,63.9
E0592,CSET240,2024-07,81.4
E0592,CSET240,2024-04,84.9
E0592,CSET240,2024-05,80.7
E0592,CSET240,2024-10,90.4
E0592,CSET240,2024-12,66.4
E0607,CSET240,2024-03,77.6
E0607,CSET240,2024-09,95.3
E0607,CSET240,2024-04,94.4
E0607,CSET240,2024-01,78.7
E0607,CSET240,2024-12,71.6
E0607,CSET240,2024-11,84.8
E0607,ENG101,2024-02,61.7
E0607,ENG101,2024-07,84.7
E0607,ENG101,2024-04,86.9
E0607,ENG101,2024-12,72.3
E0607,ENG101,2024-11,69.1
